FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
04/06/2002	Ordinaria	04/12/2014	HYUNDAI	ATOS PRIME	ImportaciónNoComunitaria	KMHAH51GP2U258463	40	Gasolina	999	8,78	847	1316	5			2	1		TO	M	3	27/12/2014	45224		N	D		Particular PART-Sin especificar	45161	SESE?A	0,00	5		N			Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						27/12/2014	bajas
24/01/1991	Ordinaria	18/07/2013	CITROEN	C 15 RD	FabricaciónNacional	VS7VDPG0054PG4662	21	Diesel	1769	12,37	975	1545	2			8	1		MU	IB	3	27/12/2014	30560		N	D		Particular PART-Sin especificar	30007	ALGUAZAS		5		N			Por Tratamiento Residual			En desguace					0	0			0		0									0	0	0						27/12/2014	bajas
22/07/2003	Ciclomotor	29/12/2003	SUZUKI	AP50	FabricaciónNacional	VTTCA1JA000537275	90	Gasolina	49	1,00	82	82	1			2	1	MORGOVEJO	LE	M	3	27/12/2014	24884		N	D		Particular PART-Sin especificar	24183	VALDERRUEDA	0,00	1			S		Voluntaria			En desguace					0	0			0	EURO II	0	0300								0	0	0						27/12/2014	bajas
23/09/2005	Ordinaria	19/11/2012	FORD	MONDEO	ImportaciónUE	WF04XXGBB45B00060	40	Diesel	1998	13,30	1418	2030	5			1	1		C	PO	3	27/12/2014	15800		N	D	FOR7GJYS	Particular PART-Sin especificar	15046	MELIDE	0,00	5		N			Voluntaria			En desguace					0	0			0	EURO 3	0									0	0	0						27/12/2014	bajas
29/12/1997	Ordinaria	29/12/2004	BMW	SERIE 3 318 TDS	ImportaciónUE	WBACC51080EX42274	40	Diesel	1165	11,93	1355	1740	5			1	1		BA	BA	6	26/12/2014	6300		N	X		Particular PART-Sin especificar	6158	ZAFRA	0,00	5													0	0			0	EURO 2	0	1000								0	0	0						27/12/2014	bajas
29/11/1996	Ordinaria		PEUGEOT	205 1 8 DIESEL	FabricaciónNacional	VF320AA9225604125	40	Gasolina	1769	12,37	880	1300	5			0	1		SG	SG	3	27/12/2014	40004		N	D		Particular PART-Sin especificar	40194	SEGOVIA	0,00	5					Voluntaria			En desguace					0	0			0	EURO 1	0	1000								0	0	0						27/12/2014	bajas
11/08/1995	Ordinaria	10/12/2014	SEAT	MARBELLA	FabricaciónNacional	VSS028A0000548941	40	Gasolina	903	8,00	680	1150	5			3	1		LE	VA	3	27/12/2014	24840		N	D		Particular PART-Sin especificar	24193	LA VECILLA	0,00	5		N			Voluntaria			En desguace					0	0			0	EURO 1	0	1000								0	0	0						27/12/2014	bajas
02/04/2001	Ordinaria	19/11/2014	HYUNDAI	ACCENT	FabricaciónNacional	KMHCG51FP1U105475	40	Gasolina	1341	10,47	990	1555	5			2	1		B	M	3	27/12/2014	8029		N	D		Particular PART-Sin especificar	8019	BARCELONA	0,00	5		N			Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						27/12/2014	bajas
17/05/2002	Ordinaria		RENAULT	MEGANE	ImportaciónUE	VF1LA0D0526331546	40	Gasolina	1390	10,70	1090	1610	5			0	1		CO	CO	3	27/12/2014	14010		N	D	REN0EVAY	Particular PART-Sin especificar	14021	CORDOBA	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						27/12/2014	bajas
30/05/2002	Ordinaria	27/02/2003	FORD	FIESTA	ImportaciónUE	WFOHXXGAJH2J48616	40	Diesel	1399	10,74	1088	1570	5			1	1		M	MA	3	27/12/2014	28039		N	D	FORJC11V	Particular PART-Sin especificar	28079	MADRID	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						27/12/2014	bajas
