FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
30/12/2013 0:00:00	Ordinaria		SEAT	LEON	FabricaciónNacional	VSSZZZ5FZER008262	40	Diesel	1598	11,64	1211	1790	5			0	1		MA	CO	6	14/12/2014 0:00:00	29200		N	D	SEA000MLF	Particular PART-Sin especificar	29015	ANTEQUERA	99,00	5	99	N							5F	BCLHAX0	FM5SFM5A40517MJVL	SEAT, S.A.	1286	1790	M1	AC	0	EURO 5	0	1000								2618	1549	1520	M	e9*2007/46*0094*05				14/12/2014 0:00:00	bajas
27/02/2009 0:00:00	Ordinaria	28/12/2012 0:00:00	FIAT	LINEA	ImportaciónNoComunitaria	ZFA32300003067289	40	Gasolina	1368	10,60	1200	1700	5			1	1		BI	BI	6	13/12/2014 0:00:00	48330		N	D	FIA13280	Particular PART-Sin especificar	48055	LEMOA	88,00	5		N				S	S			323AXC1A			1275	1700			0	EURO 4	0									0	0	0						14/12/2014 0:00:00	bajas
25/07/2008 0:00:00	Ordinaria	15/10/2013 0:00:00	SUZUKI	AN650AZ	ImportaciónNoComunitaria	JS1BU132100126665	50	Gasolina	638	5,09	275	455	2			1	1		GI	B	6	13/12/2014 0:00:00	17240		N	D		Particular PART-Sin especificar	17089	LLAGOSTERA	40,50	2		N				S	S			WVBU/BU1321			275	0			0	EURO III	0	0400								0	0	0						14/12/2014 0:00:00	bajas
25/07/2000 0:00:00	Ordinaria	01/06/2012 0:00:00	OPEL	ZAFIRA ELEGANCE 2.0DI	ImportaciónUE	W0L0TGF75Y2301292	40	Diesel	1995	13,30	1430	2065	7			2	1		Z	L	6	12/12/2014 0:00:00	50180		N	X	OPE2350J	Particular PART-Sin especificar	50272	UTEBO	0,00	7													0	0			0	EURO 2	0	1000								0	0	0						14/12/2014 0:00:00	bajas
02/12/2008 0:00:00	Ordinaria	02/09/2014 0:00:00	SEAT	TOLEDO	ImportaciónUE	VSSZZZ5PZ9R008534	40	Diesel	1968	13,19	1489	2089	5			1	1		M	M	6	13/12/2014 0:00:00	28041		N	D		Público PUBL-Taxi	28079	MADRID	19,68	5		N				S	S			ABBKDX01/AGFA62E0150GG			1564	0			0	EURO 4	0	1040								0	0	0						14/12/2014 0:00:00	bajas
17/06/2004 0:00:00	Ordinaria		CITROEN	C3 14I PREMIER	FabricaciónNacional	VF7FCKFVB27063645	40	Diesel	1360	10,56	1005	1470	5			0	2		M	M	3	14/12/2014 0:00:00	28100		N	D	AUD1685Y	Particular PART-Sin especificar	28006	ALCOBENDAS	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						14/12/2014 0:00:00	bajas
26/08/2005 0:00:00	Ciclomotor	03/07/2014 0:00:00	PIAGGIO	TYPHOON 50	ImportaciónUE	ZAPC2900002013092	90	Gasolina	49	3,20	88	270	2			1	1		V	VA	6	13/12/2014 0:00:00	46022		N	D		Particular PART-Sin especificar	46250	VALENCIA	0,00	2		N				S	S						0	0			0	EURO II	0	0300								0	0	0						14/12/2014 0:00:00	bajas
10/02/1999 0:00:00	Ordinaria	17/09/2014 0:00:00	HYUNDAI	H100 2.5 3 ST. TD	ImportaciónNoComunitaria	KMFFD27FPXU413956	20	Diesel	2476	15,14	1486	1995	3			3	1		M	M	6	13/12/2014 0:00:00	28903		N	D		Particular PART-Sin especificar	28065	GETAFE	0,00	3		N											0	0			0	EURO 2	0	2400								0	0	0						14/12/2014 0:00:00	bajas
21/06/2007 0:00:00	Ordinaria	10/03/2011 0:00:00	OPEL	CORSA	FabricaciónNacional	W0L0SDL0874313585	40	Gasolina	1598	11,63	1203	1735	5			2	1		M	C	6	13/12/2014 0:00:00	28840		N	D	OPEL055J	Particular PART-Sin especificar	28084	MEJORADA DEL CAMPO	141,00	5						S	S			FG11			1278	1735			0	EURO 4	0	1000								0	0	0						14/12/2014 0:00:00	bajas
15/04/1992 0:00:00	Ordinaria	24/02/2015 0:00:00	VOLKSWAGEN	GOLF 1,8 INYEC	ImportaciónNoComunitaria	WVWZZZ1HZNW219100	40	Gasolina	1781	12,00	1030	1400	5			3	1		SA	SA	6	14/12/2014 0:00:00	37720		N	D		Particular PART-Sin especificar	37263	PUERTO DE BEJAR	0,00	5		N											0	0			0		0	1000								0	0	0						14/12/2014 0:00:00	bajas
02/01/2001 0:00:00	Ordinaria	19/05/2004 0:00:00	NISSAN	PRIMERA 5P 2.0	ImportaciónUE	SJNFDAP11U0504845	40	Diesel	1974	13,21	1475	1795	5		SI	1	1		V	V	3	14/12/2014 0:00:00	46370		N	D	NISU2152	Particular PART-Sin especificar	46111	CHIVA	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0									0	0	0						14/12/2014 0:00:00	bajas
24/04/2014 0:00:00	Ordinaria		RENAULT	MEGANE	FabricaciónNacional	VF1BZ0R0250237886	40	Diesel	1461	11,02	1290	1801	5			0	1		TO	TO	6	13/12/2014 0:00:00	45593		N	D		Particular PART-Sin especificar	45019	BARGAS	70,00	5	106	N				S	S			BZ0R	BZ0R02	RENAULT S.A.S.	1290	1801	M1	AB	0	EURO 5 J	0	1000								2641	1546	1547	M					14/12/2014 0:00:00	bajas
04/07/1990 0:00:00	Ordinaria	22/06/2001 0:00:00	FORD	ESCORT 1 8D	ImportaciónNoComunitaria	WFOAXXGCAALL92747	40	Diesel	1753	12,30	960	1375	5			1	1		V	V	6	13/12/2014 0:00:00	46613		N	D		Particular PART-Sin especificar	46155	LLAURI		5						S	S						0	0			0		0									0	0	0						14/12/2014 0:00:00	bajas
19/07/2007 0:00:00	Ordinaria	31/07/2012 0:00:00	AIYUMO	AIYUMO CLASSIC	ImportaciónNoComunitaria	LD5LY25CJ7D050310	50	Gasolina	125	1,45	104	254	2			2	1	CANDAS	O	M	6	14/12/2014 0:00:00	33430		N	D		Particular PART-Sin especificar	33014	CARRE?O	4,90	2		N								---------			104	0			0	EURO III	0									0	0	0						14/12/2014 0:00:00	bajas
25/11/1999 0:00:00	Ciclomotor	28/02/2012 0:00:00	HONDA	SOX50	ImportaciónUE	ZDCAF43B0VF011380	90	Gasolina	49	1,00	0	75	1			2	1		B	HU	6	13/12/2014 0:00:00	8024		N	D		Particular PART-Sin especificar	8019	BARCELONA	0,00	1						S	S						0	0			0	EURO I	0									0	0	0						14/12/2014 0:00:00	bajas
02/01/1998 0:00:00	Ordinaria	30/01/2015 0:00:00	RENAULT	R. MEGANE	ImportaciónUE	VF1JA0N0517399207	40	Diesel	1870	12,78	1300	1940	5			7	1		ML	GU	6	14/12/2014 0:00:00	52006		N	D	REN00251	Particular PART-Sin especificar	52001	MELILLA	0,00	5		N											0	0			0	EURO 2	0	1000								0	0	0						14/12/2014 0:00:00	bajas
22/11/2013 0:00:00	Ordinaria		DACIA	DUSTER	ImportaciónUE	UU1HSDAC649469548	40	Diesel	1461	11,02	1280	1755	5			0	1		TO	TO	6	13/12/2014 0:00:00	45450		N	D	DACAB5PA	Particular PART-Sin especificar	45124	ORGAZ	79,00	5	130	N				S	S			HSDAC	HSDAC6	AUTOMOBILE DACIA SA	1280	1755	M1	AC	0	EURO 5 F	0	1000								2673	1560	1567	M					14/12/2014 0:00:00	bajas
22/12/2004 0:00:00	Ordinaria		NISSAN	NISSAN MICRA	ImportaciónUE	SJNEAAK11U0015532	40	Gasolina	998	8,77	825	1290	5	SI	SI	0	1		B	B	6	13/12/2014 0:00:00	8360	05/02/1993 0:00:00	N	D		Particular PART-Sin especificar	8040	CANET DE MAR	0,00	5						S	S						0	0			0	EURO 1	0									0	0	0						14/12/2014 0:00:00	bajas
20/07/1998 0:00:00	Ordinaria	18/03/2011 0:00:00	RENAULT	R. MEGANE	FabricaciónNacional	VF1BA0N0518532976	40	Diesel	1870	12,79	1130	1690	5			4	1		M	SE	6	14/12/2014 0:00:00	28043		N	D	REN00557	Particular PART-Sin especificar	28079	MADRID	0,00	5													0	0			0	EURO 2	0									0	0	0						14/12/2014 0:00:00	bajas
11/05/2000 0:00:00	Ciclomotor	02/01/2012 0:00:00	DERBI	SPORT CURIER	FabricaciónNacional	E406656	90	Gasolina	50	1,00	0	57	1			1	1		IB	IB	6	14/12/2014 0:00:00	7300		N	D		Particular PART-Sin especificar	7027	INCA	0,00	1													0	0			0	EURO I	0	0300								0	0	0						14/12/2014 0:00:00	bajas
30/08/2012 0:00:00	Ordinaria	13/03/2014 0:00:00	KIA	CEED	ImportaciónUE	U5YHN516ADL021401	40	Diesel	1582	11,57	1375	1920	5			1	1		M	M	6	14/12/2014 0:00:00	28022		N	D		Particular PART-Sin especificar	28079	MADRID	77,00	5	114	N				S	S			B5D31	ND	ND	1450	1920	M1	AA	0	EURO 5	0	1000								2650	1050	960	M					14/12/2014 0:00:00	bajas
15/07/2002 0:00:00	Ciclomotor		KYMCO	YUP 50	ImportaciónNoComunitaria	RFBS600002BA00246	90	Gasolina	49	1,00	97	97	2			0	1		CA	CA	6	14/12/2014 0:00:00	11400		N	D		Particular PART-Sin especificar	11020	JEREZ DE LA FTRA	0,00	2													0	0			0	EURO II	0	0300								0	0	0						14/12/2014 0:00:00	bajas
21/12/2000 0:00:00	Ordinaria		FORD	MONDEO 5P	ImportaciónUE	WFOAXXGBBAWG62864	40	Gasolina	1988	13,27	1306	1825	5			0	1		B	B	6	13/12/2014 0:00:00	8005		N	D		Particular PART-Sin especificar	8019	BARCELONA	0,00	5													0	0			0	EURO 2	0	1000								0	0	0						14/12/2014 0:00:00	bajas
04/12/2007 0:00:00	Ordinaria	22/06/2009 0:00:00	SEAT	IBIZA	FabricaciónNacional	VSSZZZ6LZ8R043319	40	Diesel	1896	12,89	1169	1682	5			1	1		M	M	6	13/12/2014 0:00:00	28027		N	D	SEAB156X	Particular PART-Sin especificar	28079	MADRID	74,00	5										SCNAXRX01/SGFM52R01140			1244	1682			0	EURO 4	0	1000								0	0	0						14/12/2014 0:00:00	bajas
25/02/2002 0:00:00	Ordinaria	07/09/2009 0:00:00	YAMAHA	21L SR250	ImportaciónNoComunitaria	VTL21LS001A060442	50	Gasolina	239	2,14	135	320	2			2	1		B	B	6	13/12/2014 0:00:00	8635		N	D		Particular PART-Sin especificar	8208	S ESTEVE SESROVIRES	28,20	2													230	0			0	EURO I	0	0400								0	0	0						14/12/2014 0:00:00	bajas
21/04/2004 0:00:00	Ordinaria		SEAT	LEON 1.9	FabricaciónNacional	VSSZZZ1MZ4R120164	40	Diesel	1896	12,89	1315	1835	5			0	1		M	M	6	14/12/2014 0:00:00	28100		N	X	SEA4548H	Particular PART-Sin especificar	28006	ALCOBENDAS	0,00	5													0	0			0	EURO 3	0	1000								0	0	0						14/12/2014 0:00:00	bajas
25/10/1994 0:00:00	Ordinaria		FORD	ESCORT	FabricaciónNacional	VS6AXXWPAARM05965	40	Gasolina	1597	11,63	1135	1625	5			0	1		M	M	6	12/12/2014 0:00:00	28047		N	D		Particular PART-Sin especificar	28079	MADRID	0,00	5													0	0			0	EURO 1	0	1000								0	0	0						14/12/2014 0:00:00	bajas
21/01/2013 0:00:00	Ordinaria		VOLKSWAGEN	GOLD 1 9 TDI	ImportaciónUE	WVWZZZ1JZ1W719803	40	Diesel	1896	12,90	1294	1820	5			0	1		CE	CE	6	13/12/2014 0:00:00	51003	08/01/2002 0:00:00	N	D		Particular PART-Sin especificar	51001	CEUTA	85,00	5	138	N				S	S			SCAJMX01	SGFM62M001M41N10GE	VOLKSWAGEN AG	1369	1800	M1	AA	0	EURO 3	0	1000								2500	1520	1498	M					14/12/2014 0:00:00	bajas
07/09/2007 0:00:00	Ciclomotor		YAMAHA	YN50	FabricaciónNacional	VTLSA341000002932	90	Gasolina	49	1,00	88	87	2			0	1		MA	MA	6	13/12/2014 0:00:00	29013		N	D		Particular PART-Sin especificar	29067	MALAGA	0,00	2						S	S						0	0			0	EURO II	0	0300								0	0	0						14/12/2014 0:00:00	bajas
