FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
11/09/1991 0:00:00	Ordinaria	27/05/2014 0:00:00	CITROEN	ZX 1.6 I AURA	FabricaciónNacional	VS7N2B20040B22601	40	Gasolina	1580	11,56	995	1540	5			4	1	MONTEPORREIRO	PO	PO	3	25/12/2014 0:00:00	36162		N	D		Particular PART-Sin especificar	36038	PONTEVEDRA	0,00	5		N			Voluntaria			En desguace					0	0			0		0	1000								0	0	0						25/12/2014 0:00:00	bajas
01/03/2004 0:00:00	Ordinaria	01/10/2010 0:00:00	VOLKSWAGEN	TOURAN 1.9	ImportaciónUE	WVGZZZ1TZ4W100431	40	Diesel	1896	12,89	1498	2160	5			2	1		T	T	7	25/12/2014 0:00:00	43002		N	D	VW05625O	Particular PART-Sin especificar	43148	TARRAGONA	0,00	5					Transito comunitario								0	0			0	EURO 3	0	1000								0	0	0						25/12/2014 0:00:00	bajas
29/11/1996 0:00:00	Ordinaria	28/03/2013 0:00:00	NISSAN	VANETTE CARGO	FabricaciónNacional	VSKDEVC23U0964718	0G	Diesel	2283	14,41	1570	1995	2			2	1		B	B	6	24/12/2014 0:00:00	8204		N	D		Particular PART-Sin especificar	8187	SABADELL	0,00	5		N				S	S						0	0			0	EURO 1	0	3100								0	0	0						25/12/2014 0:00:00	bajas
30/07/1991 0:00:00	Ordinaria	28/12/2006 0:00:00	RENAULT	R EXPRESS BREAK GTL	FabricaciónNacional	VS5F402M507281931	21	Gasolina	1397	10,73	835	1410	2			1	1		GI	B	6	24/12/2014 0:00:00	17410		N	D		Particular PART-Sin especificar	17193	SILS		5						S	S						0	0			0		0									0	0	0						25/12/2014 0:00:00	bajas
05/04/1990 0:00:00	Ordinaria	14/08/2012 0:00:00	SUZUKI	GS 500E	ImportaciónNoComunitaria	GM51A-107250	50	Gasolina	486	4,32	183	380	2			4	1		M	SE	6	15/12/2014 0:00:00	28006		N	D		Particular PART-Sin especificar	28079	MADRID		2		N											0	0			0		0									0	0	0						25/12/2014 0:00:00	bajas
01/10/2009 0:00:00	Ordinaria		HONDA	SH125D	ImportaciónUE	ZDCJF23A09F001101	50	Gasolina	125	1,45	134	314	2			0	1		B	B	6	24/12/2014 0:00:00	8034		N	X		Público PUBL-Aprendizaje de conducción	8019	BARCELONA	10,10	2										1			134	0			0	EURO III	0	0405								0	0	0						25/12/2014 0:00:00	bajas
08/10/2008 0:00:00	Ordinaria	23/02/2012 0:00:00	SEAT	LEON	FabricaciónNacional	VSSZZZ1PZ9R017386	40	Diesel	1896	12,89	1250	1820	5			3	1		M	M	6	24/12/2014 0:00:00	28053		N	D	SEAB1GQ3	Particular PART-Sin especificar	28079	MADRID	77,00	5						S	S			AFBLSX01/SGEFM5A40447G			1325	1820			0	EURO 4	0	1000								0	0	0						25/12/2014 0:00:00	bajas
29/03/2007 0:00:00	Ordinaria	12/06/2013 0:00:00	HONDA	PES125	ImportaciónUE	ZDCJF17A06F004372	50	Gasolina	125	1,45	135	317	2		SI	3	1		B	B	6	24/12/2014 0:00:00	8291		N	D		Particular PART-Sin especificar	8180	RIPOLLET	10,10	2		N				S	S			1			135	0			0	EURO III	0	0400								0	0	0						25/12/2014 0:00:00	bajas
17/07/2003 0:00:00	Ordinaria		SEAT	LEON 1.9	FabricaciónNacional	VSSZZZ1MZ4R006194	40	Diesel	1896	12,89	1315	1835	5			0	1		M	M	6	09/12/2014 0:00:00	28932		N	D	SEA43516	Particular PART-Sin especificar	28092	MOSTOLES	0,00	5													0	0			0	EURO 3	0	1000								0	0	0						25/12/2014 0:00:00	bajas
25/01/1996 0:00:00	Ordinaria	19/04/2000 0:00:00	PEUGEOT	205 MITO DIESEL	FabricaciónNacional	VF320AA9225522559	40	Diesel	1769	12,37	880	1300	5			2	1		A	A	6	24/12/2014 0:00:00	3409		N	D		Particular PART-Sin especificar	3052	CA?ADA	0,00	5						S	S						0	0			0	EURO 1	0	1000								0	0	0						25/12/2014 0:00:00	bajas
12/01/2010 0:00:00	Ordinaria		SUZUKI	SFV650	ImportaciónNoComunitaria	JS1CX111100105551	50	Gasolina	645	5,12	202	420	2			0	1		B	B	6	24/12/2014 0:00:00	8303		N	D		Particular PART-Sin especificar	8121	MATARO	53,00	2						S	S			WVCX/CX1111			202	0			0	EURO III	0	0400								0	0	0						25/12/2014 0:00:00	bajas
05/10/1988 0:00:00	Ordinaria		VESPA	PK 125 XL	FabricaciónNacional	97C 08765	50	Gasolina	121	1,95	83	247	2			0	1		MA	MA	6	24/12/2014 0:00:00	29014		N	D		Particular PART-Sin especificar	29067	MALAGA	0,00	2						S	S						0	0			0		0	0400								0	0	0						25/12/2014 0:00:00	bajas
23/04/1993 0:00:00	Ordinaria	07/11/2001 0:00:00	VOLKSWAGEN	GOLF 1.4 I 5V	ImportaciónUE	WVWZZZ1HZPW201457	40	Gasolina	1391	10,00	960	1470	5		SI	1	1		MU	MU	6	25/12/2014 0:00:00	30880		N	D		Particular PART-Sin especificar	30003	AGUILAS	0,00	5						S							0	0			0	EURO 1	0	1002								0	0	0						25/12/2014 0:00:00	bajas
26/03/1997 0:00:00	Ordinaria	17/05/2005 0:00:00	HONDA	ACCORD 2.0 I TD	FabricaciónNacional	SHHHCF15200U007320	40	Diesel	1994	13,29	1367	1880	5			3	1		B	T	6	24/12/2014 0:00:00	8222		N	D		Particular PART-Sin especificar	8279	TERRASSA	0,00	5						S	S						0	0			0	EURO 2	0									0	0	0						25/12/2014 0:00:00	bajas
27/08/2014 0:00:00	Ordinaria		HONDA	SH125AD	ImportaciónUE	ZDCJF41D0DF000235	50	Gasolina	125	1,45	130	219	2			0	1		MA	MA	6	25/12/2014 0:00:00	29006		N	D		Particular PART-Sin especificar	29067	MALAGA	8,70	2		N								4	1	HONDA ITALIA INDUSTRIALE SPA	135	315	L3E		0	EURO 3	0	0400		000000						1340	0	0	M		N			25/12/2014 0:00:00	bajas
29/09/1989 0:00:00	Ordinaria	21/01/2004 0:00:00	CITROEN	C 15 RD	FabricaciónNacional	VS7VDPG0051PG7423	21	Diesel	1769	12,37	975	1545	2			1	1	BAION VILANOVA DE AROUSA	PO	PO	3	25/12/2014 0:00:00	36614		N	D		Particular PART-Sin especificar	36061	VILANOVA DE AROUSA	0,00	5					Voluntaria			En desguace					0	0			0		0	3100								0	0	0						25/12/2014 0:00:00	bajas
