FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
24/07/2008	Ciclomotor	18/06/2014	YAMAHA	CS50Z	FabricaciónNacional	VTLSA22X000041195	90	Gasolina	49	1,00	79	84	2			1	1		GR	CA	6	05/12/2014	18100		N	D		Particular PART-Sin especificar	18021	ARMILLA	2,12	2		N				S	S			I/XVI			0	84			0	EURO II	0	0300								0	0	0						06/12/2014	bajas
24/05/2007	Ordinaria	05/02/2014	PEUGEOT	407	ImportaciónUE	VF36DRHRH21593778	40	Diesel	1997	13,30	1505	2080	5			5	1		M	M	6	05/12/2014	28806		N	D	PEU49902	Particular PART-Sin especificar	28005	ALCALA DE HENARES	100,00	5		N				S	S			6DRHR*			1580	2080			0	EURO 4	0	1000								0	0	0						06/12/2014	bajas
27/04/2001	Ordinaria		NISSAN	TERRANO II	ImportaciónUE	VSKTVUR20U0444845	0G	Diesel	2664	15,81	1920	2580	7			0	1		SE	SE	6	05/12/2014	41500		N	D	NISK123V	Particular PART-Sin especificar	41004	ALCALA DE GUADAIRA	0,00	7						S	S						0	0			0	EURO 3	0	3133								0	0	0						06/12/2014	bajas
31/03/2014	Ordinaria	05/03/2015	PEUGEOT	2008 ALLURE EHDI 92	ImportaciónUE	VF3CU9HP0EY038463	40	Diesel	1560	11,47	1160	1684	5			1	1		MU	MU	6	06/12/2014	30203		N	X		Particular PART-Sin especificar	30016	CARTAGENA	68,00	5	103	N								CU9HP	CU9HP0/S	AUTOMOBILES PEUGEOT	1235	1684	M1	AC	0	EURO 5	0	1000								2537	1482	1492	M					06/12/2014	bajas
23/01/2007	Ordinaria		HONDA	SH150	ImportaciónUE	ZDCKF08A07F158125	50	Gasolina	153	1,64	134	316	2			0	1		B	B	6	05/12/2014	8905		N	D		Particular PART-Sin especificar	8101	L HOSPITALET DE LLOB	11,60	2						S	S			---			134	0			0	EURO III	0	0400								0	0	0						06/12/2014	bajas
14/02/1989	Ordinaria	24/02/2014	RENAULT	R 4 TL	FabricaciónNacional	VS5112800K0003119	40	Gasolina	852	7,98	700	1090	5			2	1		V	V	3	06/12/2014	46821		N	D		Particular PART-Sin especificar	46107	CHELLA		5		N			Voluntaria			En desguace					0	0			0		0									0	0	0						06/12/2014	bajas
18/12/2001	Ciclomotor	25/04/2012	ITALJET	FORMULA 50	FabricaciónNacional	ZJTFRH000V0079053	90	Gasolina	49	1,00	94	102	2			1	1		V	V	3	06/12/2014	46892		N	D		Particular PART-Sin especificar	46173	MONTABERNER	0,00	2					Voluntaria			En desguace					0	0			0	EURO I	0									0	0	0						06/12/2014	bajas
16/09/1994	Ordinaria	19/01/2001	SEAT	CORDOBA	FabricaciónNacional	VSSZZZ6KZZR624016	40	Gasolina	1781	12,00	1005	1400	5			2	1		TF	TF	3	06/12/2014	38010		N	D		Particular PART-Sin especificar	38038	S C TENERIFE	0,00	5					Voluntaria			En desguace					0	0			0	EURO 1	0	1000								0	0	0						06/12/2014	bajas
21/09/1999	Ordinaria	14/03/2002	MERCEDES-BENZ	310D	ImportaciónUE	WDB9034621P954451	20	Diesel	2874	18,10	2031	3500	3			2	1		M	M	6	05/12/2014	28935		N	X		Particular PART-Sin especificar	28092	MOSTOLES	0,00	3						S	S						0	0			0	EURO 2	0	2420								0	0	0						06/12/2014	bajas
03/06/2014	Ciclomotor		YAMAHA	CS50	ImportaciónUE	VG5SA486000001429	90	Gasolina	49	1,14	76	250	2			0	1		B	B	6	05/12/2014	8304		N	D		Particular PART-Sin especificar	8121	MATARO	2,00	2		N								IV	I	MBK INDUSTRIE	81	0	L1E		0	EURO 2	0	0300								1210	0	0	M					06/12/2014	bajas
