FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
14/08/2003 0:00:00	Ordinaria		MITSUBISHI	CARISMA	ImportaciónUE	XMCLNDA5A3F027228	40	Diesel	1870	12,79	1285	1795	5			0	1	CABRAL VIGO	PO	PO	3	18/12/2014 0:00:00	36318		N	D		Particular PART-Sin especificar	36057	VIGO	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						18/12/2014 0:00:00	bajas
08/01/1981 0:00:00	Ordinaria	23/09/2004 0:00:00	LAND ROVER	109 DIESEL	FabricaciónNacional	E59014616	21	Diesel	2286	14,42	1760	2760	3			3	1		J	J	3	18/12/2014 0:00:00	23100		N	D		Particular PART-Sin especificar	23058	MANCHA REAL		9					Voluntaria								0	0			0		0									0	0	0						18/12/2014 0:00:00	bajas
17/11/2004 0:00:00	Ordinaria		FORD	FORD TRANSIT	ImportaciónUE	WF0LXXTTFL3J38525	03	Diesel	2402	14,86	1864	3500	3			0	1		V	V	3	18/12/2014 0:00:00	46340		N	X		Particular PART-Sin especificar	46213	REQUENA	0,00	3					Voluntaria			En desguace					0	0			0	EURO 3	0	2400								0	0	0						18/12/2014 0:00:00	bajas
05/04/2004 0:00:00	Ordinaria	10/12/2014 0:00:00	ALFA ROMEO	ALFA 166	FabricaciónNacional	ZAR93600000088691	40	Diesel	2387	16,19	1540	2050	5			3	1		BI	NA	3	18/12/2014 0:00:00	48008		N	D	ALF01744	Particular PART-Sin especificar	48020	BILBAO	0,00	5		N			Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						18/12/2014 0:00:00	bajas
17/10/2000 0:00:00	Ordinaria	14/12/2006 0:00:00	MAN	272	ImportaciónUE	WMAF082027M142987	7C	Diesel	9973	38,19	11500	26000	2			2	1		LU	LU	6	17/12/2014 0:00:00	27800	12/05/1992 0:00:00	U	D		Público PUBL-Sin especificar	27065	VILLALBA	0,00	2						S							0	0			0		0	2256								0	0	0						18/12/2014 0:00:00	bajas
24/01/2000 0:00:00	Remolque		MONTENEGRO	SPL 3S 3G	FabricaciónNacional	VST003150XM004201	S2		0	0,00	8100	36000	0			0	1		SS	SS	7	17/12/2014 0:00:00	20248		N	X		Público PUBL-Sin especificar	20012	ARAMA	0,00	0					Transito comunitario								0	0			0		0	4311								0	0	0						18/12/2014 0:00:00	bajas
08/11/2004 0:00:00	VehículoEspecial	18/12/2014 0:00:00	SUZUKI	LTZ250	ImportaciónNoComunitaria	JSAAJ4AA852100028	70	Gasolina	246	2,18	182	290	1			1	1		O	O	6	18/12/2014 0:00:00	33920		N	D		Particular PART-Obras	33031	LANGREO	0,00	1		N											0	0			0		0									0	0	0						18/12/2014 0:00:00	bajas
10/04/2014 0:00:00	Ordinaria		OPEL	CORSA	ImportaciónUE	W0L0SDL68E4168236	40	Gasolina	1229	9,94	1088	1625	5			0	1		A	A	6	18/12/2014 0:00:00	3759		N	X	OPE26887	Público PUBL-Alquiler sin conductor	3030	BENIDOLEIG	63,00	5	129	N		S						KN11	1A06D5B2DKA5	ADAM OPEL AG	1163	1625	M1	AF	0	EURO 5 J	0	1000								2511	1485	1478	M					18/12/2014 0:00:00	bajas
27/06/2003 0:00:00	Ordinaria	31/05/2004 0:00:00	RENAULT	MEGANE	FabricaciónNacional	VF1CM0C0H28176469	40	Gasolina	1598	11,64	1155	1705	5			1	1		M	M	3	18/12/2014 0:00:00	28939		N	D	REN0F91K	Particular PART-Sin especificar	28015	ARROYOMOLINOS	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						18/12/2014 0:00:00	bajas
11/10/1989 0:00:00	Ordinaria	05/12/2000 0:00:00	RENAULT	R-4 TL	FabricaciónNacional	VS5112800L0000873	40	Gasolina	1108	9,34	700	1090	5			1	1		CR	CR	6	18/12/2014 0:00:00	13700		N	X		Particular PART-Sin especificar	13082	TOMELLOSO		5						S							0	0			0		0									0	0	0						18/12/2014 0:00:00	bajas
31/01/1995 0:00:00	Ordinaria	18/12/2014 0:00:00	OPEL	ASTRA	ImportaciónUE	W0L000051S2559253	40	Diesel	1686	12,02	1140	1640	5			1	1		M	GU	6	18/12/2014 0:00:00	28016		N	D		Particular PART-Sin especificar	28079	MADRID	0,00	5		N											0	0			0	EURO 1	0	1000								0	0	0						18/12/2014 0:00:00	bajas
31/01/2000 0:00:00	Ordinaria	01/08/2008 0:00:00	RENAULT	MEGANE SCENIC	ImportaciónUE	VF1JA0JP521602428	40	Diesel	1870	12,78	1305	1830	5			2	1		V	V	3	18/12/2014 0:00:00	46300		N	D	REN0A2RH	Particular PART-Sin especificar	46249	UTIEL	0,00	5					Voluntaria			En desguace					0	0			0	EURO 2	0									0	0	0						18/12/2014 0:00:00	bajas
19/11/1993 0:00:00	Ordinaria	18/12/2014 0:00:00	DALLAS	U2M	ImportaciónNoComunitaria	FVK2A2M291M00919F	25	Gasolina	1360	10,05	660	1070	5			2	1	SAN CAYETANO	MU	A	6	18/12/2014 0:00:00	30592		N	D		Particular PART-Sin especificar	30035	SAN JAVIER	0,00	5		N				S							0	0			0	EURO 1	0	1000								0	0	0						18/12/2014 0:00:00	bajas
17/04/1998 0:00:00	Ordinaria		AUDI	A3 1.9 TDI 5V	ImportaciónUE	WAUZZZ8LZWA061474	40	Diesel	1896	12,89	1290	1690	5			0	1		M	GC	6	18/12/2014 0:00:00	28036		N	D	AUD0187H	Particular PART-Sin especificar	28079	MADRID	0,00	5						S							0	0			0	EURO 2	0	1000								0	0	0						18/12/2014 0:00:00	bajas
19/01/2001 0:00:00	Ordinaria		SEAT	CORDOBA 1.9TDI 4P	FabricaciónNacional	VSSZZZ6KZ1R172107	40	Diesel	1896	12,89	1159	1619	5			0	1		M	M	3	18/12/2014 0:00:00	28030		N	D	SEA3841F	Particular PART-Sin especificar	28079	MADRID	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0	1000								0	0	0						18/12/2014 0:00:00	bajas
05/02/2004 0:00:00	Ordinaria	04/03/2015 0:00:00	HONDA	XR400R	ImportaciónNoComunitaria	JH2NE03A63M440370	50	Gasolina	397	2,90	125	225	1			2	1		B	B	6	18/12/2014 0:00:00	8022		N	D		Particular PART-Sin especificar	8019	BARCELONA	0,00	1		N											0	0			0	EURO I	0	0400								0	0	0						18/12/2014 0:00:00	bajas
07/05/1992 0:00:00	Ordinaria	09/12/2009 0:00:00	VESPA	125 FL	ImportaciónNoComunitaria	VMX6T0055366	50	Gasolina	121	1,95	87	247	2			3	1		SE	SE	3	18/12/2014 0:00:00	41500		N	D		Particular PART-Sin especificar	41004	ALCALA DE GUADAIRA		2					Voluntaria			En desguace					0	0			0		0									0	0	0						18/12/2014 0:00:00	bajas
11/06/1992 0:00:00	Ordinaria	18/12/2014 0:00:00	NISSAN	PATROL	FabricaciónNacional	VSK0KY260U0539061	21	Diesel	2826	19,00	1945	2425	2			1	1		GR	GR	6	18/12/2014 0:00:00	18360		N	D		Particular PART-Sin especificar	18100	HUETOR TAJAR	0,00	5		N											0	0			0		0	3133								0	0	0						18/12/2014 0:00:00	bajas
19/12/2013 0:00:00	Ordinaria	18/12/2014 0:00:00	SEAT	LEON	FabricaciónNacional	VSSZZZ5FZER060593	40	Gasolina	1197	9,78	1134	1720	5			3	1		V	M	6	18/12/2014 0:00:00	46300		N	D		Particular PART-Sin especificar	46249	UTIEL	77,00	5	114	N								BCJZAX0	FM6SFM6AJ0097MJVL	SEAT SA	1209	1720	M1	AC	0	EURO 5	0	1000								2618	1549	1520	M					18/12/2014 0:00:00	bajas
