FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
20/01/2010	Ordinaria	05/01/2015	KAWASAKI	Z750	ImportaciónUE	JKAZR750LLA096349	50	Gasolina	748	7,38	226	406	2			5	1	TABAIBA BAJA	TF	GC	6	16/12/2014	38190		N	D		Particular PART-Sin especificar	38032	EL ROSARIO	25,00	2		N								L			226	0	L3E		0	EURO III	0	0400								0	0	0				0000		16/12/2014	bajas
30/11/2010	Ordinaria	09/06/2011	MAZDA	MAZDA 5	ImportaciónNoComunitaria	JMZCWA98600102154	40	Gasolina	1798	12,49	1473	2085	7		SI	1	1		LU	LU	3	16/12/2014	27003		N	D	MAZCW12X	Particular PART-Sin especificar	27028	LUGO	85,00	7	168	N			Voluntaria			En desguace		A98 MAN			1548	2085			0	EURO 4	0	1000								0	0	0						16/12/2014	bajas
16/05/2002	Ordinaria	11/02/2011	CITROEN	C-15	FabricaciónNacional	VF7VDVV0003VV8886	03	Diesel	1868	12,78	945	1545	2			4	1		A	A	3	16/12/2014	3158		N	D	CIT1494F	Particular PART-Sin especificar	3055	CATRAL	0,00	2					Voluntaria			En desguace					1771	2400			0	EURO 3	0	2400								0	0	0						16/12/2014	bajas
04/11/1994	Ordinaria	29/01/2010	AUDI	100 2,6	ImportaciónUE	WAUZZZ4AZRN068226	40	Gasolina	2598	18,00	1400	1950	5			3	1		SG	SG	3	09/12/2014	40003		N	X		Particular PART-Sin especificar	40194	SEGOVIA	0,00	5					Voluntaria								0	0			0	EURO 1	0									0	0	0						16/12/2014	bajas
02/06/1989	Ordinaria	17/05/2002	SEAT	IBIZA 0,9	FabricaciónNacional	VSS021A009612073	40	Gasolina	903	8,00	880	1315	5			1	1		CO	CO	3	16/12/2014	14900		N	D		Particular PART-Sin especificar	14038	LUCENA		5					Voluntaria			En desguace					0	0			0		0									0	0	0						16/12/2014	bajas
21/05/2008	Ordinaria	10/05/2010	CITROEN	JUMPER	ImportaciónUE	VF7YAAMFA11450492	20	Diesel	2198	14,03	1845	3000	3			1	1		BI	Z	6	16/12/2014	48002		N	X	CIT3283E	Particular PART-Sin especificar	48020	BILBAO	74,00	3						S				YAAMFA/AX			1920	3000			0	EURO 4	0									0	0	0						16/12/2014	bajas
02/12/2004	Ordinaria		NISSAN	INTERSTAR	ImportaciónUE	VNVJ3AJD5UB000306	0G	Diesel	2188	14,05	2021	2800	9			0	1		MU	MU	6	16/12/2014	30007		N	X	NISP506Q	Particular PART-Sin especificar	30030	MURCIA	0,00	9													0	0			0	EURO 3	0	3141								0	0	0						16/12/2014	bajas
04/06/2004	Ordinaria	10/06/2011	BMW	Z3	ImportaciónUE	WBACH71030LA32453	40	Gasolina	1895	12,89	1260	1435	2			4	1		Z	Z	6	16/12/2014	50002	09/05/1997	N	D		Particular PART-Sin especificar	50297	ZARAGOZA	0,00	2						S							0	0			0	EURO 2	0	1000								0	0	0						16/12/2014	bajas
04/04/2000	Ordinaria		BMW	SERIE 3 316I M	FabricaciónNacional	WBAAL11050JN34103	40	Gasolina	1895	12,89	1360	1860	5			0	2		B	B	3	16/12/2014	8014		N	D		Particular PART-Sin especificar	8019	BARCELONA	0,00	5					Voluntaria			En desguace					0	0			0	EURO 2	0	1000								0	0	0						16/12/2014	bajas
07/04/1989	Ordinaria	25/11/2014	AUDI	80 INY	ImportaciónNoComunitaria	WAUZZZ89ZKA194291	40	Gasolina	1781	12,00	1050	1510	5			2	1		C	LU	3	16/12/2014	15173		N	D		Particular PART-Sin especificar	15058	OLEIROS	0,00	5		N			Voluntaria			En desguace					0	0			0		0	1000								0	0	0						16/12/2014	bajas
