FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
27/11/2001	Ordinaria	01/03/2006	ROVER	ROVER 45	FabricaciónNacional	SARRTZWMS2D569573	40	Gasolina	1588	11,60	1155	1640	5			2	1		CC	M	3	15/12/2014	10600		N	D		Particular PART-Sin especificar	10148	PLASENCIA	0,00	5					Voluntaria			En desguace					0	0			0	EURO 3	0									0	0	0						15/12/2014	bajas
30/04/2001	VehículoEspecial		NOOTEBOOM	OVB	FabricaciónNacional	XMROVB000Y000648	70		0	0,00	17480	94900	0		SI	0	1		LU	LU	3	15/12/2014	27000		N	X		Particular PART-Obras	27028	LUGO		0					Voluntaria								0	0			0		0									0	0	0						15/12/2014	bajas
16/05/1994	Ordinaria	30/10/2003	IVECO	65 12	ImportaciónNoComunitaria	ZCFA6580002550920	08	Diesel	3908	19,00	4785	6700	3			1	1		TF	GC	3	15/12/2014	38000		N	X		Particular PART-Sin especificar	38038	S C TENERIFE	0,00	3					Voluntaria			En desguace					0	0			0	EURO I	0	2256								0	0	0						15/12/2014	bajas
31/01/2008	Ordinaria	15/05/2008	ALFA ROMEO	ALFA GT	ImportaciónUE	ZAR93700005265755	40	Diesel	1910	12,95	1320	1840	5			1	2		B	B	6	12/12/2014	8027		N	D	ALF0240X	Particular PART-Sin especificar	8019	BARCELONA	110,00	5						S				937CXN1B			1395	1840			0	EURO 4	0									0	0	0						15/12/2014	bajas
06/04/2005	Ciclomotor		MICROCAR	MICROCAR MC1	FabricaciónNacional	VH851XLSA00106826	92	Diesel	505	4,00	349	325	2			0	1		MA	MA	3	15/12/2014	29320		N	D		Particular PART-Sin especificar	29032	CAMPILLOS	0,00	2					Voluntaria			En desguace					0	0			0	EURO II	0	0300								0	0	0						15/12/2014	bajas
29/08/2002	Ordinaria		KIA	FRONTIER	ImportaciónNoComunitaria	KNESD01322K808977	02	Diesel	2476	15,14	1670	2880	3			0	1		V	V	7	15/12/2014	46120		N	X		Público PUBL-Alquiler sin conductor	46013	ALBORAYA	0,00	3					Transito comunitario								0	0			0	EURO 3	0	2041								0	0	0						15/12/2014	bajas
26/07/2004	Ciclomotor	05/02/2007	PIAGGIO	SALIT	ImportaciónUE	SALIT0038318	90	Gasolina	49	1,00	0	91	1			1	1		AV	M	6	15/12/2014	5004		N	D		Particular PART-Sin especificar	5019	AVILA	0,00	1						S							0	0			0	EURO II	0	0300								0	0	0						15/12/2014	bajas
29/12/2005	Ordinaria	10/07/2014	TATA	INDIGO MARINA	ImportaciónNoComunitaria	MAT6061596PL01571	40	Diesel	1405	10,77	1165	1565	5			6	1		C	M	6	15/12/2014	15405		N	D		Particular PART-Sin especificar	15036	FERROL	52,00	5		N		S		S				B/TML02			1240	1565			0	EURO 3	0	1000								0	0	0						15/12/2014	bajas
16/03/2000	Ordinaria	15/12/2014	CITROEN	XSARA 14I SX 5P	FabricaciónNacional	VF7N1KFXF36771944	40	Gasolina	1360	10,57	1030	1580	5			7	1		GC	GC	6	15/12/2014	35640		N	D	CIT11775	Particular PART-Sin especificar	35014	LA OLIVA	0,00	5		N											0	0			0	EURO 2	0	1000								0	0	0						15/12/2014	bajas
24/05/1996	Ordinaria	04/08/2010	VOLVO	460 GLE	ImportaciónUE	XLBLC153ETC747112	40	Gasolina	1783	12,43	1035	1580	5			3	1		BA	CC	3	15/12/2014	6640		N	D		Particular PART-Sin especificar	6127	TALARRUBIAS	0,00	5					Voluntaria			En desguace					0	0			0	EURO 1	0	1000								0	0	0						15/12/2014	bajas
