FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
08/01/2018	Ordinaria		KAWASAKI	Z900	ImportaciónUE	JKAZR900DDA000134	50	Gasolina	948	8,51	0	0	2			0	1		V	V	1	08/01/2018	46700		N	D		Particular PART-Sin especificar	46131	GANDIA	70,00	2	139	N								D1	E	KAWASAKI HEAVY INDUSTRIES, LTD	210	390	*07		0	EURO 4	0	0400		000000						1450	0	0	M					08/01/2018	matriculas
08/01/2018	Ordinaria		LAND ROVER	RANGE ROVER SPORT	ImportaciónUE	SALWA2FK5HA694811	25	Diesel	2993	19,99	2202	3000	5			0	1		MA	MA	1	08/01/2018	29600		N	X		Particular PART-Sin especificar	29069	MARBELLA	190,00	5	182	N								S5CC2F	A5A4	JAGUAR LAND ROVER LIMITED	2202	3000	M1G	AC	0	EURO 6	0	1033		000000						2923	1690	1685	M					08/01/2018	matriculas
08/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZKJZJR062500	40	Gasolina	999	7,82	0	1560	5			0	1		B	B	1	08/01/2018	8250		N	D	SEA009K1	Particular PART-Sin especificar	8218	S JOAN VILATORRADA	70,00	5	106	N								BCHZL	FM5FM5DF0027MM261	SEAT,S.A.	1122	1560	M1	AB	0	EURO 6W	0	1000		000000						2548	1525	1505	M		N	0		08/01/2018	matriculas
08/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZKJZJR057186	40	Gasolina	999	7,82	0	1560	5			0	1	BENIAJAN	MU	MU	1	08/01/2018	30570		N	D	SEA009K1	Particular PART-Sin especificar	30030	MURCIA	70,00	5	106	N								BCHZL	FM5FM5DF0027MM261	SEAT,S.A.	1122	1560	M1	AB	0	EURO 6W	0	1000		000000						2548	1525	1505	M		N	0		08/01/2018	matriculas
08/01/2018	Ordinaria		MERCEDES-BENZ	B 200 D	ImportaciónUE	WDD2462081N169079	40	Diesel	2143	13,88	0	2025	5			0	1		M	B	1	08/01/2018	28729		N	X		Particular PART-Sin especificar	28169	VENTURADA	100,00	5	106	S								M2S1P2	MZBZ1502	DAIMLER AG	1505	2025	M1	AC	0	EURO6-W	0	1000		000000						2699	1555	1545	M					08/01/2018	matriculas
08/01/2018	VehículoEspecial		LANDINI	REX 90 F 4WD	ImportaciónUE	PYKLH32738	80	Diesel	4400	21,36	0	5250	1			0	1	VILLAMARCIEL	VA	LE	1	08/01/2018	47132		N	X		Particular PART-Agrícola	47165	TORDESILLAS	61,00	1		N								PYKL/B	ND	ARGO TRACTORS SPA	2950	5250	T2		0	ND	0	5000		000000						2134	1374	1436	M					08/01/2018	matriculas
08/01/2018	Ordinaria		KIA	CEE'D	ImportaciónUE	U5YHM816AJL243177	40	Diesel	1582	11,57	1314	1920	5			0	1		M	B	1	08/01/2018	28729		N	X	KIAJD292	Particular PART-Sin especificar	28169	VENTURADA	100,00	5	104	S								C5DC1	M68EZ1	KIA MOTORS SLOVAKIA S.R.O.	1389	1920	M1	AC	0	EURO 6W	0	1000		000000						2650	1563	1571	M					08/01/2018	matriculas
08/01/2018	Ordinaria		FIAT	FIAT 500X	ImportaciónUE	ZFA3340000P640858	40	Diesel	1598	11,64	0	1875	5			0	1	MUTILVA BAJA/MUTILOABEIT	NA	Z	1	08/01/2018	31192		N	X		Particular PART-Sin especificar	31023	ARANGUREN	88,00	5	109	N								AXA1B	00A	FCA ITALY S.P.A.	1460	1875	M1	AF	0	EURO 6W	0	1000		000000						2570	1545	1545	M					08/01/2018	matriculas
08/01/2018	TransporteTemporal	09/03/2018	VOLKSWAGEN	GOLF	ImportaciónUE	WVWZZZAUZHP546584	40		0	0,00	0	0	0			0	1		IB	IB	9	08/01/2018	7014	23/11/2016	U	D		Particular PART-Sin especificar	7040	PALMA MALLORCA	0,00	0		N										ND	0	0			0		0	1000		000000						0	0	0			N			08/01/2018	matriculas
08/01/2018	Ordinaria		VOLKSWAGEN	TRANSPORTER	ImportaciónUE	WV1ZZZ7HZJH094340	20	Diesel	1968	13,19	0	2800	3			0	1		T	T	1	08/01/2018	43006		N	X		Público PUBL-Alquiler sin conductor	43148	TARRAGONA	110,00	3	159	N								GCXHA280X0	NNFM6500816NVR217MMG3RL6323	VOLKSWAGEN AG BERLINER RING 2	1827	2800	N1	BB	0	EURO 6Y	0	2420		000000		VOLKSWAGEN AG				3000	1634	1640	M		N	0		08/01/2018	matriculas
