FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
18/01/2018	Ordinaria		PEUGEOT	3008	ImportaciónUE	VF30U9HR8BS230660	40	Diesel	1560	11,48	1515	2030	5			0	1	TORRES DE COTILLAS, LAS	MU	MU	1	18/01/2018	30565	05/08/2011	U	X		Particular PART-Sin especificar	30038	LAS TORRES COTILLAS	82,00	5	135	N								0U9HR*	0U9HR8/1	AUTOMOBILES PEUGEOT	1590	2030	M1	AF	0	EURO 5	0	1000		000000						2613	1532	1527	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		CITROEN	BERLINGO MULTISPACE BL	ImportaciónUE	VF77JBHW6HN529761	40	Diesel	1560	11,47	0	2060	5			0	1		M	M	1	18/01/2018	28108		N	X		Particular PART-Sin especificar	28006	ALCOBENDAS	55,00	5	113	S								JBHW	6/3	-	1449	2060	M1	AC	0	EURO 6	0	1000		000000		AUTOMOBILES CITROEN				2728	1507	1556	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		TORROT	MUVI	FabricaciónNacional	UBMMU0000G1271882	50	Eléctrico	0	3,00	68	0	2			0	1	PUERTO DE SANTA MARIA, E	CA	M	1	18/01/2018	11500		N	X		Público PUBL-Alquiler sin conductor	11027	EL PUERTO STA MARIA	0,00	2		N								0	0	TORROT ELECTRIC EUROPA, S.L.	68	245	*05		0	N/A	61	0400	BEV	007100						1289	1289	0	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		JEEP	COMPASS	ImportaciónUE	3C4NJCCS5JT164320	40	Diesel	1598	11,64	0	1996	5			0	1	TORRE PACHECO	MU	SC	1	18/01/2018	30700		N	D		Particular PART-Sin especificar	30037	TORRE PACHECO	88,00	5	117	N								JHMFL	J5MD1A	FCA US LLC	1605	1996	M1	AF	0	EURO 6W	0	1000		000000						2636	1547	1542	M					18/01/2018	matriculas
18/01/2018	Ordinaria		MITSUBISHI	OUTLANDER PHEV KAITEKI	ImportaciónNoComunitaria	JMBXDGG2WJZ001432	40	Eléctrico	1998	13,31	0	2370	5			0	1		M	M	1	18/01/2018	28016		N	X		Particular PART-Sin especificar	28079	MADRID	89,00	5	41	N								GGP22	ATABRRA5AAAA	MITSUBISHI MOTORS CORPORATION	1935	2370	M1	AF	0	EURO 6 W	134	1000	PHEV	005400						2670	1540	1540	B		N			18/01/2018	matriculas
18/01/2018	Ordinaria		KYMCO	SUPER DINK 350	ImportaciónNoComunitaria	RFBC71000H2001350	50	Gasolina	321	2,55	179	267	2			0	1		GI	GI	1	18/01/2018	17430		N	D		Particular PART-Sin especificar	17180	SANTA COLOMA DE FARNERS	21,20	2	90	N								10	0	KWANG YANG MOTOR CO., LTD.	192	357	L3E		0	EURO 4	0	0400		000000						1553	0	0	M					18/01/2018	matriculas
18/01/2018	Ordinaria		AUDI	A5 SPORTBACK	ImportaciónUE	WAUZZZF57JA058961	40	Diesel	1968	13,19	0	2115	5			0	1		CU	CU	1	18/01/2018	16640		N	D	AUD014OG	Particular PART-Sin especificar	16033	BELMONTE	140,00	5	112	N								S2DETAF1	FD7FD7CK006P8W34S57MMEM1	AUDI AG	1595	2115	M1	AB	0	EURO 6W	0	1000		000000						2831	1587	1568	M		N	0		18/01/2018	matriculas
18/01/2018	Ordinaria		CITROEN	NUEVO C3 AIRCROSS BLUE	FabricaciónNacional	VF72CBHYBJ4154409	40	Diesel	1560	11,47	0	1825	5			0	1	ALMAYATE BAJO	MA	GR	1	18/01/2018	29749		N	D		Particular PART-Sin especificar	29094	VELEZ MALAGA	73,00	5	104	N								C	BHYB-R2A000	-	1278	1825	M1	AF	0	EURO 6	0	1000		000000		AUTOMOBILES CITROEN				2604	1513	1491	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		PEUGEOT	2008 GT LINE 1.2 PURET	ImportaciónUE	VF3CUHNZTJY004515	40	Gasolina	1199	8,73	0	1690	5			0	1	SAN PEDRO DE ALC?NTARA	MA	MA	1	18/01/2018	29670		N	D		Particular PART-Sin especificar	29069	MARBELLA	81,00	5	110	N								UHNZ	T/S	AUTOMOBILES PEUGEOT-TALBOT SA	1225	1690	M1	AC	0	EURO 6	0	1000		000000		AUTOMOBILES PEUGEOT				2537	1482	1492	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		VOLKSWAGEN	GOLF	ImportaciónUE	WVWZZZAUZJW151464	40	Gasolina	1984	13,25	0	1860	5			0	1		M	B	1	18/01/2018	28294		N	X	VW0124OS	Particular PART-Sin especificar	28125	ROBLEDO DE CHAVELA	169,00	5	148	S								GAC4CHHAX0	FM6FM62Q037S7MMON1ML72VR2N	VOLKSWAGEN AG BERLINER RING 2	1386	1860	M1	AC	0	EURO 6W	0	1000		000000						2626	1549	1521	M		N	0		18/01/2018	matriculas
18/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZKJZJR102181	40	Gasolina	999	7,82	0	1560	5			0	1		M	B	1	18/01/2018	28213		N	X	SEA00AFY	Particular PART-Sin especificar	28042	COLMENAR DEL ARROYO	70,00	5	106	S								BCHZL	FM5FM5DF0027MM261	SEAT,S.A.	1122	1560	M1	AB	0	EURO 6W	0	1000		000000						2548	1525	1505	M		N	0		18/01/2018	matriculas
18/01/2018	Ordinaria		PEUGEOT	NUEVO 308 5P ALLURE 1.	ImportaciónUE	VF3LBBHZ3HS294052	40	Diesel	1560	11,47	0	1805	5			0	1		H	H	1	18/01/2018	21440		N	D		Particular PART-Sin especificar	21044	LEPE	88,00	5	98	N								B	BHZ3-C2B000	AUTOMOBILES PEUGEOT-TALBOT SA	1255	1805	M1	AB	0	EURO 6	0	1000		000000		AUTOMOBILES PEUGEOT				2620	1563	1557	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		AUDI	AUDI Q7	ImportaciónUE	WAUZZZ4LX7D020908	25	Diesel	2967	19,84	2565	3120	7			0	1	CABOALLES DE ABAJO	LE	LE	1	18/01/2018	24110	13/06/2006	U	D		Particular PART-Sin especificar	24202	VILLABLINO	171,00	7	282	N								XBUGQ1	QA69D052R4L907GGS7FL	AUDI AG	2640	3120	M1G	AC	0	EURO 4	0	1033		000000	AUDI	AUDI AG	4L	XBUGQ1	QA69D052R4L907GGS7FL	3013	1635	1677	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		IVECO	75E17	ImportaciónUE	ZCFA75C0202439275	03	Diesel	3920	19,95	4950	7490	3			0	1	CEHEGIN	MU	MU	1	18/01/2018	30430	02/12/2004	U	D		Particular PART-Sin especificar	30017	CEHEGIN	125,00	3		N								---	---	ND	7490	7490	N2	BA03	0	0	0	2120		000000						4185	1810	1660	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZKJZJR044263	40	Gasolina	999	7,82	0	1580	5			0	1		M	M	1	18/01/2018	28830		N	D	SEA009HO	Particular PART-Sin especificar	28130	SAN FERNANDO HENARES	85,00	5	108	N								BCHZJ	FM6FM6AJ0177MM262	SEAT,S.A.	1140	1580	M1	AB	0	EURO 6W	0	1000		000000						2548	1525	1505	M		N	0		18/01/2018	matriculas
18/01/2018	Ordinaria		SCANIA	S450 A4X2 NA	ImportaciónUE	YS2S4X20009232713	81	Diesel	12742	47,58	0	18000	2			0	1		AL	AL	1	18/01/2018	4628		N	X		Público PUBL-Sin especificar	4016	ANTAS	331,00	2		N								S5W1751152AB3AX	H451OA211E1001D	SCANIA CV. AB.	8801	19000	N3	BC	0	EURO 6	0	2300		000000						3750	2120	1830	M		N	0		18/01/2018	matriculas
18/01/2018	Ordinaria		FORD	TOURNEO CONNECT	FabricaciónNacional	WF0UXXWPGUHE40015	40	Diesel	1499	11,19	0	2325	7			0	1		B	B	1	18/01/2018	8013		N	D		Público PUBL-Taxi	8019	BARCELONA	88,20	7	129	N								XWGB1BSX	E7EHBZCBSAPP	FORD-WERKE GMBH	1605	2325	M1	AF	0	EURO 6W	0	1000		000000						3062	1568	1584	M					18/01/2018	matriculas
18/01/2018	Ordinaria		RENAULT	CLIO	ImportaciónUE	VF15RBF0A58749556	40	Diesel	1461	11,02	1090	1695	5			0	1		M	M	1	18/01/2018	28294		N	X	RENABAGL	Particular PART-Sin especificar	28125	ROBLEDO DE CHAVELA	55,00	5	85	S								5RBF	5RBF0A	RENAULT, S.A.S.	1165	1695	M1	AB	0	EURO 6W	0	1000		000000						2589	1501	1505	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		HYUNDAI	I 30	ImportaciónUE	TMAH2517AJJ047673	40	Diesel	1582	11,57	0	1860	5			0	1		GI	GI	1	18/01/2018	17410		N	D	HYU01067	Particular PART-Sin especificar	17193	SILS	81,00	5	96	N								B5D21	M67AZ1	HYUNDAI MOTOR MANUFACTURING CZECH	1338	1860	M1	AB	0	EURO 6W	0	1000		000000						2650	1573	1581	M			0		18/01/2018	matriculas
18/01/2018	Ordinaria		KYMCO	MILER 125	ImportaciónNoComunitaria	LC2D42000H1005182	50	Gasolina	124	1,44	118	199	2			0	1		B	B	1	18/01/2018	8830		N	D		Particular PART-Sin especificar	8200	S BOI DE LLOB	7,00	2	60	N								--	--	CHANGZHOU KWANG YANG MOTOR,CO.	124	279	L3E		0	EURO 4	0	0400		000000						1345	0	0	M					18/01/2018	matriculas
18/01/2018	Ordinaria	25/01/2018	LEXUS	LEXUS CT200H	ImportaciónUE	JTHKD5BH102085897	40	Gasolina	1798	12,49	0	1845	5			1	1		M	M	1	18/01/2018	28007	29/08/2012	U	X		Particular PART-Sin especificar	28079	MADRID	73,00	5	94	N								ZWA10L	AHXBBW (3A)	TOYOTA MOTOR EUROPE NV/SA	1540	1845	M1	AB	0	EURO 5F	0	1000	HEV	000000						2600	1525	1520	B		N			18/01/2018	matriculas
18/01/2018	Ordinaria		FORD	TOURNEO COURIER	ImportaciónNoComunitaria	WF0LXXTACLHE65254	40	Gasolina	998	7,81	0	1765	5			0	1		C	C	1	18/01/2018	15009		N	D		Particular PART-Sin especificar	15030	A CORU?A	74,00	5	120	N								SFCD1L	5BDAND	FORD-WERKE GMBH	1280	1765	M1	AF	0	EURO 6W	0	1000		000000						2489	1491	1479	M					18/01/2018	matriculas
18/01/2018	Ordinaria		MACBOR	--	ImportaciónNoComunitaria	LZSPCJLR9H1200594	50	Gasolina	125	1,45	125	0	2			0	1		B	B	1	18/01/2018	8923		N	D		Particular PART-Sin especificar	8245	S COLOMA GRAMENET	7,80	2	45	N								Z-ONES	--	ZONGSHEN INDUSTRIAL GROUP CO., LTD.	143	294	*05		0	EURO 4	0	0400		000000						1375	0	0	M					18/01/2018	matriculas
18/01/2018	Ordinaria		HYUNDAI	ELANTRA	ImportaciónNoComunitaria	KMHD841CAJU605930	40	Gasolina	1591	11,61	0	1770	5			0	1		Z	SS	1	18/01/2018	50001		N	D	HYU01052	Particular PART-Sin especificar	50297	ZARAGOZA	93,80	5	153	N								A5P11	M61AX1	HYUNDAI MOTOR COMPANY	1295	1770	M1	AA	0	EURO 6W	0	1000		000000						2700	1563	1572	M			0		18/01/2018	matriculas
18/01/2018	VehículoEspecial		HERMANOS GARCIA	1P8	FabricaciónNacional	HG8637	SH		0	0,00	1800	8300	0			0	1		T	T	1	18/01/2018	43528		N	D		Particular PART-Agrícola	43008	ALFARA DE CARLES	0,00	0		N								1P8	ND	GARCIA RODRIGUEZ ANTONIO Y OTRO CB	1800	8300	R3		0	ND	0	5417		000000						3750	1700	0						18/01/2018	matriculas
18/01/2018	Ordinaria		OPEL	MOKKA X	ImportaciónUE	W0VJD7EC6H4306926	40	Diesel	1598	11,64	1374	1883	5			0	1		PO	PO	1	18/01/2018	36004		N	X	OPEA392C	Particular PART-Sin especificar	36038	PONTEVEDRA	100,00	5	114	N								JMYXFXX	C69DGXKYYYB	OPEL AUTOMOBILE GMBH	1449	1883	M1	AF	0	EURO 6W	0	1000		000000						2555	1541	1540	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		TOYOTA	TOYOTA AURIS	ImportaciónUE	SB1ZA3JE10E052924	40	Gasolina	1197	9,78	0	1850	5			0	1	LORA DEL RIO	SE	SE	1	18/01/2018	41440		N	X	TOY30371	Particular PART-Sin especificar	41055	LORA DEL RIO	85,00	5	112	N								NRE185(W)	NRE185L-DWFNZW(2W)	TOYOTA MOTOR EUROPE NV/SA	1440	1850	M1	AC	0	EURO 6 W	0	1000		000000						2600	1525	1510	M		N		ND	18/01/2018	matriculas
18/01/2018	Ordinaria		LAND ROVER	RANGE ROVER SPORT	ImportaciónNoComunitaria	SALLSAAG4AA248544	40	Diesel	2993	19,95	2540	3175	5			0	1	ALHAURIN DE LA TORRE	MA	MA	1	18/01/2018	29130	29/04/2010	U	D		Particular PART-Sin especificar	29007	ALHAURIN DE LA TORRE	180,00	5	243	N								S4KR2F	D5L1	LAND ROVER	2615	3175	M1	AC	0	EURO 5	0	1000		000000						2745	1605	1612	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		CITROEN	GRAND C4 PICASSO PURET	FabricaciónNacional	VF73AHNYMJJ538661	40	Gasolina	1199	8,73	0	2125	7			0	1		A	A	1	18/01/2018	3205		N	D		Particular PART-Sin especificar	3065	ELCHE	96,00	7	116	N								AHNY	M/1S	-	1372	2125	M1	AF	0	EURO 6	0	1000		000000		AUTOMOBILES CITROEN				2840	1587	1590	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		CITROEN	JUMPY TALLA XS BLUEHDI	ImportaciónUE	VF7VBBHVBHZ082631	20	Diesel	1560	11,47	0	2610	3			0	1	BURRIANA	CS	CS	1	18/01/2018	12530		N	D		Particular PART-Sin especificar	12032	BURRIANA	70,00	3	144	N								B	BHVB-B2A01A	-	1585	2610	N1	BB	0	EURO 6	0	2400		000000		AUTOMOBILES CITROEN				2925	1630	1618	M		-	-	-	18/01/2018	matriculas
18/01/2018	Ordinaria		TOYOTA	TOYOTA HILUX	ImportaciónNoComunitaria	AHTBB3CD801742436	02	Diesel	2393	14,83	0	3210	5			0	1		J	GR	1	18/01/2018	23660		N	X	TOYH0172	Particular PART-Sin especificar	23003	ALCAUDETE	110,00	5	204	N								GUN125(LD)	GUN125L-DNTHHW(5D)	TOYOTA MOTOR EUROPE NV/SA	2208	3210	N1G	BE	0	EURO 6 Y	0	1700		000000						3085	1540	1550	M		N		ND	18/01/2018	matriculas
18/01/2018	Ordinaria		OPEL	GRANDLAND X	ImportaciónUE	W0VZRHNY0JS035000	40	Gasolina	1199	8,73	1278	1910	5			0	1		A	A	1	18/01/2018	3204		N	D	OPEA3SAI	Particular PART-Sin especificar	3065	ELCHE	96,00	5	117	N								R	HNYH-C1F000	OPEL AUTOMOBILE GMBH	1353	1910	M1	AF	0	EURO 6W	0	1000		000000						2675	1595	1610	M		N			18/01/2018	matriculas
18/01/2018	Ordinaria		PEUGEOT	PARTNER FURG?N CONFORT	ImportaciónUE	VF37ABHW6HN550405	20	Diesel	1560	11,47	0	1940	2			0	1		M	M	1	18/01/2018	28690		N	X		Particular PART-Sin especificar	28026	BRUNETE	55,00	2	112	S								ABHW	6/1	AUTOMOBILES PEUGEOT-TALBOT SA	1367	1940	N1	BB	0	EURO 6	0	2400		000000		AUTOMOBILES PEUGEOT				2728	1507	1556	M		-	-	-	18/01/2018	matriculas
