FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
10/01/2018	Ordinaria		FORD	S-MAX	FabricaciónNacional	WF0JXXWPCJHE27065	40	Diesel	1997	13,30	0	2540	7			0	1		V	V	1	10/01/2018	46440		N	X		Particular PART-Sin especificar	46035	ALMUSSAFES	110,30	7	134	N								T7CL1JX	7GCAZN00Q?K	FORD-WERKE GMBH	1733	2540	M1	AC	0	EURO 6W	0	1000		000000						2850	1606	1606	M					10/01/2018	matriculas
10/01/2018	Ordinaria	19/01/2018	MERCEDES-BENZ	GLA 200 D	ImportaciónUE	WDC1569081J483671	40	Diesel	2143	13,88	0	2035	5			1	1		T	T	1	10/01/2018	43380		N	D		Particular PART-Sin especificar	43169	VILAPLANA	100,00	5	108	N								27S1P2	MZAA1501	DAIMLER AG	1540	2035	M1	AC	0	EURO6-W	0	1000		000000						2699	1571	1565	M					10/01/2018	matriculas
10/01/2018	Ordinaria		BMW	X6 M50D	ImportaciónUE	WBAFH810X00B62864	25	Diesel	2993	19,95	2210	2860	5			0	1		V	V	1	10/01/2018	46980	23/01/2014	U	D		Particular PART-Sin especificar	46190	PATERNA	280,00	5	204	N								FH81	5A05Z	BAYERISCHE MOTOREN WERKE AG	2285	2860	M1G	AC	0	EURO 5J	0	1033		000000						2933	1660	1668	M		N			10/01/2018	matriculas
10/01/2018	Ordinaria		SSANGYONG	TIVOLI	ImportaciónNoComunitaria	KPT20B1VSHP198041	40	Gasolina	1597	11,63	0	1810	5			0	1		V	V	1	10/01/2018	46230		N	D		Particular PART-Sin especificar	46031	ALGINET	94,10	5	154	N								AV2L	AVA11	SSANGYONG MOTOR COMPANY	1345	1810	M1	AC	0	EURO 6+	0	1000		000000						2600	1555	1555	M					10/01/2018	matriculas
10/01/2018	Ordinaria		TOYOTA	TOYOTA RAV4	ImportaciónNoComunitaria	JTMWRREV20D063747	40	Gasolina	2494	15,20	0	2205	5			0	1		M	M	1	10/01/2018	28411		N	X	TOYV0665	Particular PART-Sin especificar	28090	MORALZARZAL	114,00	5	116	N								AVA42(N)	AVA42L-ANXMBW(5T)	TOYOTA MOTOR EUROPE NV/SA	1745	2205	M1	AF	0	EURO 6 W	0	1000	HEV	000000						2660	1560	1560	M		N		ND	10/01/2018	matriculas
10/01/2018	Ordinaria		BMW	216D ACTIVE TOURER	ImportaciónUE	WBA2B310807A03593	40	Diesel	1496	9,97	0	1925	5			0	1		A	M	1	10/01/2018	3006		N	X	BMW20837	Particular PART-Sin especificar	3014	ALICANTE	85,00	5	106	S								2B31	6H1500C0	BAYERISCHE MOTOREN WERKE AG	1440	1925	M1	AC	0	EURO 6 W	0	1000		000000						2670	1571	1572	M		N	0		10/01/2018	matriculas
10/01/2018	Ordinaria		SUBARU	SUBARU XV	ImportaciónNoComunitaria	JF1GT7LL5JG022390	40	Gasolina	1995	13,29	0	1940	5			0	1		Z	Z	1	10/01/2018	50011		N	X		Particular PART-Sin especificar	50297	ZARAGOZA	115,00	5	155	N								GX7	CJL	SUBARU CORPORATION	1541	1940	M1	AC	0	EURO 6C	0	1000		000000						2665	1550	1555	M					10/01/2018	matriculas
10/01/2018	Ordinaria		CITROEN	JUMPY TALLA M BLUEHDI	ImportaciónUE	VF7VFAHKHHZ105138	20	Diesel	1997	13,30	0	3100	3			0	1		A	A	1	10/01/2018	3780		N	X		Particular PART-Sin especificar	3102	PEGO	90,00	3	144	N								F	AHKH-B2A01D	-	1691	3100	N1	BB	0	EURO 6	0	2400		000000		AUTOMOBILES CITROEN				3275	1630	1618	M		-	-	-	10/01/2018	matriculas
10/01/2018	TransporteTemporal	11/03/2018	MERCEDES-BENZ	B 180 CDI	ImportaciónUE	WDD2462001J030709			0	0,00	0	0	0			0	1	SOBRADILLO, EL	TF	TF	9	10/01/2018	38107		N	D		Particular PART-Sin especificar	38038	S C TENERIFE	0,00	0		N										ND	0	0			0		0			000000						0	0	0			N			10/01/2018	matriculas
10/01/2018	Ordinaria		SUZUKI	BALENO	ImportaciónNoComunitaria	MA3EWB32S00269926	40	Gasolina	1242	10,00	0	1405	5			0	1	ALVARE (SANTA MARIA)	LU	LU	1	10/01/2018	27248		N	D	SUZ00157	Particular PART-Sin especificar	27044	A PASTORIZA	66,00	5	98	N								B32S	MT	MARUTI SUZUKI INDIA LIMITED	940	1405	M1	AB	0	EURO 6W	0	1000		000000						2520	1530	1530	M					10/01/2018	matriculas
10/01/2018	Remolque		GUILLEN	GSRE3-DA06	FabricaciónNacional	VWFSP3SNRSH006824	S2		0	0,00	0	38000	0			0	1	CUDON	S	S	1	10/01/2018	39318		N	D		Público PUBL-Sin especificar	39044	MIENGO	0,00	0		N								C06N	4114030V1140	GUILLEN DESARROLLOS INDUSTRIALES SLU	7000	41000	O4	DA06	0		0	4311		000000						1310	2040	2040	0		N			10/01/2018	matriculas
10/01/2018	Remolque		WECON	ND	ImportaciónUE	SY9PC2CP900WB1193	S2		0	0,00	0	18000	0			0	1	MASARROCHOS	V	V	1	10/01/2018	46112	08/07/2014	U	X		Público PUBL-Alquiler sin conductor	46250	VALENCIA	0,00	0		N								CP	19	ND	5100	19000	O4	DC06	0		0	4311		000000						1820	1900	1900	0		N			10/01/2018	matriculas
10/01/2018	Ordinaria		CITRO?N	XSARA	ImportaciónNoComunitaria	VF7N0RHZB73222536	40	Diesel	1997	13,30	0	1726	5			0	1		VA	VA	1	10/01/2018	47177	05/07/2001	U	D		Particular PART-Sin especificar	47009	AMUSQUILLO	80,00	5	138	N								0RHZ	B	AUTOMOVILES CITROEN	1291	1726	M1	AB	0	ND	0	1000		000000						2540	1433	1442	M		N			10/01/2018	matriculas
10/01/2018	Ordinaria		VOLKSWAGEN	GOLF	ImportaciónUE	WVWZZZAUZJW124999	40	Gasolina	1395	10,72	0	1800	5			0	1		B	B	1	10/01/2018	8021		N	D	VW0124R5	Particular PART-Sin especificar	8019	BARCELONA	92,00	5	119	N								GAC4CZCAX0	FD7FD7CW001N7MMON1ML61VR2N	VOLKSWAGEN AG BERLINER RING 2	1291	1800	M1	AC	0	EURO 6W	0	1000		000000						2620	1549	1521	M		N	0		10/01/2018	matriculas
