FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
05/01/2018	Ordinaria		JAGUAR	JAGUAR F-PACE	ImportaciónUE	SADCA2BK2JA255155	25	Diesel	2993	19,99	2033	2570	5			0	1		M	M	1	05/01/2018	28294		N	X		Particular PART-Sin especificar	28125	ROBLEDO DE CHAVELA	221,00	5	159	S								B	501	JAGUAR LAND ROVER LIMITED	2033	2570	M1G	AC	0	EURO 6	0	1033		000000						2874	1641	1654	M					05/01/2018	matriculas
05/01/2018	Ordinaria		JEEP	RENEGADE	ImportaciónUE	1C4BU0000HPE90338	40	Diesel	1598	11,64	0	1905	5			0	1	REDONDELA (CASCO URBANO)	PO	PO	1	05/01/2018	36800		N	D		Particular PART-Sin especificar	36045	REDONDELA	88,00	5	115	N								AXH1B	09A	CHRYSLER GROUP LLC	1496	1905	M1	AF	0	EURO 6W	0	1000		000000						2570	1551	1553	M					05/01/2018	matriculas
05/01/2018	Ordinaria		AUDI	Q5	ImportaciónUE	WAUZZZFY0H2046780	40	Diesel	1968	13,19	0	2320	5			0	1	BUSTABLADO (CABEZON DE L	S	S	1	05/01/2018	39507		N	D	AUD00Z4A	Particular PART-Sin especificar	39012	CABEZON LA SAL	110,00	5	124	N								XDEUAF1	FM6FM6DJ006PFY067MMEM1FS	AUDI AG	1735	2320	M1	AC	0	EURO 6W	0	1000		000000						2832	1632	1636	M		N	0		05/01/2018	matriculas
05/01/2018	Ordinaria		CITROEN	C4 CACTUS BLUEHDI 100	FabricaciónNacional	VF70BBHYBHE557593	40	Diesel	1560	11,47	0	1610	5			0	1		SE	SE	1	05/01/2018	41927		N	D		Particular PART-Sin especificar	41059	MAIRENA DEL ALJARAFE	73,00	5	95	N								B	BHYB-C2A000	-	1143	1610	M1	AB	0	EURO 6	0	1000		000000		AUTOMOBILES CITROEN				2595	1480	1480	M		-	-	-	05/01/2018	matriculas
05/01/2018	Ordinaria		RENAULT	CLIO	ImportaciónUE	VF15RBF0A59090642	40	Diesel	1461	11,02	1090	1695	5			0	1		M	M	1	05/01/2018	28690		N	X	RENABALF	Particular PART-Sin especificar	28026	BRUNETE	55,00	5	85	S								5RBF	5RBF0A	RENAULT, S.A.S.	1165	1695	M1	AB	0	EURO 6W	0	1000		000000						2589	1501	1505	M		N			05/01/2018	matriculas
05/01/2018	VehículoEspecial		CLAAS	ARION 650	ImportaciónUE	A3634ECA3609063	80	Diesel	6788	32,60	6575	12000	2			0	1		Z	Z	1	05/01/2018	50156		N	D		Particular PART-Agrícola	50291	VILLAR DE NAVARROS	129,00	2		N								A3634EC	AK	ND	6650	12000	T51		0		0	5000		000000						2820	2215	2250	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		MERCEDES-BENZ	GLE 350 D 4MATIC	ImportaciónUE	WDC2923241A099607	40	Diesel	2987	19,92	0	2900	5			0	1	MOLINO DE MARFAGONES	MU	MU	1	05/01/2018	30393		N	X		Particular PART-Sin especificar	30016	CARTAGENA	190,00	5	187	N								A3BFP1	CZAAC502	DAIMLER AG	2275	2900	M1	AC	0	EURO6-W	0	1000		000000						2915	1665	1705	M					05/01/2018	matriculas
05/01/2018	TransporteTemporal	06/03/2018	MERCEDES-BENZ	C 220 D	ImportaciónUE	WDD2052041F680572	40	Diesel	2143	13,88	0	2190	5			0	1		MU	O	9	05/01/2018	30012		N	D		Particular PART-Sin especificar	30030	MURCIA	125,00	5	114	N								R20RP0	CZAA0531	DAIMLER AG	1615	2190	M1	AC	0	EURO6-W	0	1000		000000						2840	1576	1536	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		PEUGEOT	3008 ACTIVE 1.2L PURET	ImportaciónUE	VF3MRHNYHHS335508	40	Gasolina	1199	8,73	0	1910	5			0	1		M	V	1	05/01/2018	28100		N	D		Particular PART-Sin especificar	28006	ALCOBENDAS	96,00	5	117	N								R	HNYH-C1F000	AUTOMOBILES PEUGEOT-TALBOT SA	1325	1910	M1	AF	0	EURO 6	0	1000		000000		AUTOMOBILES PEUGEOT				2675	1601	1610	M		-	-	-	05/01/2018	matriculas
05/01/2018	VehículoEspecial		YUNQUE	1E35320011301	FabricaciónNacional	HPLH10150	SH		0	0,00	1077	3500	0			0	1		J	J	1	05/01/2018	23330		N	D		Particular PART-Agrícola	23097	VILLANUEVA ARZOBISPO	0,00	0		N								35320-A	ND	HIJOS DE PEDRO LOPEZ SL	1077	3500	R2		0		0	5417		000000						3200	1500	0						05/01/2018	matriculas
05/01/2018	Ordinaria		JAGUAR	JAGUAR XE	ImportaciónUE	SAJAB4BX4JCP35534	40	Gasolina	1997	13,31	1645	2150	5			0	1		IB	IB	1	05/01/2018	7013		N	D		Particular PART-Sin especificar	7040	PALMA MALLORCA	147,00	5	144	N								B	501	JAGUAR LAND ROVER LIMITED	1645	2150	M1	AA	0	EURO 6	0	1000		000000						2835	1602	1585	M					05/01/2018	matriculas
05/01/2018	Ordinaria		TOYOTA	TOYOTA AURIS	ImportaciónUE	SB1ZS3JE10E365890	40	Gasolina	1798	12,49	0	1815	5			0	1	SARRATELLA	CS	CS	1	05/01/2018	12184		N	X	TOY30349	Particular PART-Sin especificar	12103	SARRATELLA	73,00	5	81	N								ZWE186(W)	ZWE186L-DWXDBW(8W)	TOYOTA MOTOR EUROPE NV/SA	1490	1815	M1	AF	0	EURO 6 W	0	1000	HEV	000000		TOYOTA MOTOR EUROPE NV/SA				2600	1535	1525	M		N		ND	05/01/2018	matriculas
05/01/2018	Ordinaria		CITROEN	BERLINGO MULTISPACE BL	FabricaciónNacional	VF77JBHY6HJ892310	40	Diesel	1560	11,47	0	2060	5			0	1		B	B	1	05/01/2018	8233		N	D		Particular PART-Sin especificar	8291	VACARISSES	73,00	5	113	N								JBHY	6/3	-	1449	2060	M1	AC	0	EURO 6	0	1000		000000		AUTOMOBILES CITROEN				2728	1507	1556	M		-	-	-	05/01/2018	matriculas
05/01/2018	Ordinaria		AUDI	A4 AVANT	ImportaciónUE	WAUZZZF48JA112484	40	Diesel	1968	13,19	0	2190	5			0	1		GI	B	1	05/01/2018	17300		N	X	AUD01482	Particular PART-Sin especificar	17023	BLANES	110,00	5	118	N								A2DEUAQ1	QM6QM6CX001P8W07S57MMEM1	AUDI AG	1660	2190	M1	AC	0	EURO 6W	0	1002		000000						2828	1575	1568	M		N	0		05/01/2018	matriculas
05/01/2018	Ordinaria		YAMAHA	X-MAX 125	ImportaciónUE	VG5SEE61000001760	50	Gasolina	124	1,45	0	0	2			0	1		B	B	1	05/01/2018	8818		N	D		Particular PART-Sin especificar	8148	OLIVELLA	10,50	2	63	N								A	1	MBK INDUSTRIE	175	360	*05		0	EURO 4	0	0400		000000						1525	0	0	M					05/01/2018	matriculas
05/01/2018	Ordinaria		HONDA	ADV750	ImportaciónNoComunitaria	JH2RC95A2HK010167	50	Gasolina	745	5,57	238	415	2			0	1	TOMILLARES, LOS	MA	MA	1	05/01/2018	29130		N	D		Particular PART-Sin especificar	29007	ALHAURIN DE LA TORRE	40,30	2	85	N								1	1	HONDA MOTOR CO LTD	238	415	L3E		0	EURO 4	0	0400		000000						1590	0	0	M			0		05/01/2018	matriculas
05/01/2018	Ordinaria		MAN	14225MLC	ImportaciónUE	WMAM32ZZZ2Y097745	03	Diesel	6871	32,85	0	11990	2			0	1	ROCHA VELLA, A (SANTA MA	C	C	1	05/01/2018	15899	27/02/2002	U	X		Público PUBL-Sin especificar	15078	SANTIAGO	162,00	2		N								---	---	MAN NUTZFAHRZEUGE AKTIENGESELLSCHAFT	7550	11990	N2	BA03	0	EURO 3	0	2120		000000						5325	0	0	M		N	0		05/01/2018	matriculas
05/01/2018	VehículoEspecial		JOHN DEERE	5090GV 4WD	ImportaciónUE	1AT5090GJHV405357	80	Diesel	3200	17,66	0	4100	1			0	1		L	L	1	05/01/2018	25244		N	X		Particular PART-Agrícola	25093	FONDARELLA	67,00	1		N								122CFC	B	DEERE & COMPANY	3225	4100	T2		0	ND	0	5000		000000						2148	1048	1279	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		SUZUKI	JIMNY	ImportaciónNoComunitaria	JSAFJB43V00716312	25	Gasolina	1328	10,41	0	1420	4			0	1	ARCE	S	S	1	05/01/2018	39478		N	D	SUZ00160	Particular PART-Sin especificar	39052	PIELAGOS	62,40	4	162	N								B43V	5MT	SUZUKI MOTOR CORPORATION LTD	1135	1420	M1G	AC	0	EURO 6W	0	1033		000000						2250	1355	1365	M					05/01/2018	matriculas
05/01/2018	Ordinaria		YAMAHA	GPD125-A (NMAX)	ImportaciónUE	MH3SEC71000014495	50	Gasolina	125	1,45	0	0	2			0	1		B	B	1	05/01/2018	8030		N	X		Particular PART-Sin especificar	8019	BARCELONA	9,00	2	52	N								A	1	YAMAHA INDONESIA MOTOR MANUFACTURING	127	295	*05		0	EURO 4	0	0400		000000						1350	0	0	M					05/01/2018	matriculas
05/01/2018	Ordinaria		OPEL	GRANDLAND X	ImportaciónUE	W0LZCBHZ7JS002653	40	Diesel	1560	11,47	1320	2000	5			0	1		Z	Z	1	05/01/2018	50639		N	X	OPEA2TOG	Particular PART-Sin especificar	50107	FIGUERUELAS	88,00	5	104	N								C	BHZH-C2F000	ADAM OPEL AG	1395	2000	M1	AF	0	EURO 6W	0	1000		000000						2675	1595	1610	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		FIAT	FIAT PUNTO	ImportaciónUE	ZFA19900001733915	40	Diesel	1248	10,03	0	1705	5			0	1	SANT FELIU DE GUIXOLS	GI	B	B	05/01/2018	17220	09/02/2011	U	D		Particular PART-Sin especificar	17160	SANT FELIU DE GUIXOLS	62,00	5	95	N								BXY1A	49B	FIAT GROUP AUTOMOBILES S.P.A.	1249	1705	M1	AF	0	EURO 5	0	1000		000000						2510	1467	1460	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		LAND ROVER	DISCOVERY	ImportaciónUE	SALRA2BN6JA047871	25	Diesel	1999	13,31	2241	3130	7			0	1		M	B	1	05/01/2018	28729		N	X		Particular PART-Sin especificar	28169	VENTURADA	177,00	7	171	S								S5CE2F	A7I2	JAGUAR LAND ROVER LIMITED	2241	3130	M1G	AC	0	EURO 6	0	1033		000000						2922	1703	1698	M					05/01/2018	matriculas
05/01/2018	Ordinaria		TOYOTA	TOYOTA C-HR	ImportaciónNoComunitaria	NMTKZ3BXX0R106607	40	Gasolina	1798	12,49	0	1860	5			0	1		AB	MU	1	05/01/2018	2530		N	X	TOYC0005	Particular PART-Sin especificar	2055	NERPIO	72,00	5	87	N								ZYX10(H)	ZYX10L-AHXEBW(3A)	TOYOTA MOTOR EUROPE NV/SA	1525	1860	M1	AB	0	EURO 6 W	0	1000	HEV	000000						2640	1540	1560	M		N		ND	05/01/2018	matriculas
05/01/2018	Ordinaria		LAND ROVER	RANGE ROVER SPORT	ImportaciónUE	SALWA2FK2HA689761	25	Diesel	2993	19,99	2202	3050	5			0	1		V	V	1	05/01/2018	46025		N	D		Particular PART-Sin especificar	46250	VALENCIA	225,00	5	185	N								S5CH2F	A5C4	JAGUAR LAND ROVER LIMITED	2202	3050	M1G	AC	0	EURO 6	0	1033		000000						2923	1690	1685	M					05/01/2018	matriculas
05/01/2018	Ordinaria		VOLKSWAGEN	POLO	ImportaciónUE	WVWZZZAWZJY015468	40	Gasolina	999	7,82	0	1610	5			0	1		SE	SE	1	05/01/2018	41710		N	D	VW010JSR	Particular PART-Sin especificar	41095	UTRERA	70,00	5	101	N								ABCHZL	FM5FM5DF002N2VR27MM63	VOLKSWAGEN AG BERLINER RING 2	1145	1610	M1	AB	0	EURO 6W	0	1000		000000						2551	1525	1509	M		N	0		05/01/2018	matriculas
05/01/2018	Ordinaria		FORD	FOCUS	ImportaciónUE	WF0WXXGCDWSA44237	40	Diesel	1753	12,30	0	1950	5			0	1	BUENACHE DE ALARCON	CU	CU	1	05/01/2018	16114	13/07/2005	U	D		Particular PART-Sin especificar	16039	BUENACHE DE ALARCON	85,00	5	140	N								KKDA1W	5KABNY	FORD-WERKE AG	1426	1950	M1	AC	0	EURO 4	0	1000		000000	FORD	FORD-WERKE AG	DA3	KKDA1W	5KABNY	2640	1535	1531	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		SMART	FORTWO COUPE	ImportaciónUE	WME4533441K257940	40	Gasolina	898	7,34	0	1195	2			0	1		B	B	1	05/01/2018	8016		N	X		Particular PART-Sin especificar	8019	BARCELONA	66,00	2	96	N								5312G0	LZBAA242	DAIMLER AG	940	1195	M1	AD	0	EURO6-W	0	1000		000000						1873	1451	1429	M					05/01/2018	matriculas
05/01/2018	Ordinaria		TOYOTA	TOYOTA AURIS	ImportaciónUE	SB1MS3JE20E389366	40	Gasolina	1798	12,49	0	1815	5			0	1		B	B	1	05/01/2018	8012		N	D	TOYB0585	Particular PART-Sin especificar	8019	BARCELONA	73,00	5	91	N								ZWE186(H)	ZWE186L-DHXSBW(4W)	TOYOTA MOTOR EUROPE NV/SA	1470	1815	M1	AF	0	EURO 6 W	0	1000	HEV	000000						2600	1515	1505	M		N		ND	05/01/2018	matriculas
05/01/2018	Ordinaria		RENAULT	KADJAR	FabricaciónNacional	VF1RFE00559307457	40	Gasolina	1197	9,78	1306	1853	5			0	1		A	A	1	05/01/2018	3501		N	D	RENABAN3	Particular PART-Sin especificar	3031	BENIDORM	96,00	5	126	N								HF2	MR6ABA005000	RENAULT, S.A.S.	1381	1853	M1	AC	0	EURO 6W	0	1000		000000						2647	1562	1560	M		N			05/01/2018	matriculas
05/01/2018	Ordinaria		S.Y.M	FIDDLE	ImportaciónNoComunitaria	LXMXAA301HXA34317	50	Gasolina	125	1,45	110	0	2			0	1		B	B	1	05/01/2018	8041		N	D		Particular PART-Sin especificar	8019	BARCELONA	7,50	2	62	N								A3	1	XIAMEN XIASHING MOTORC.CO.LTD	117	267	L3E		0	EURO 4	0	0400		000000						1330	0	0	M					05/01/2018	matriculas
05/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZ6JZHR148859	40	Gasolina	999	7,82	0	1530	5			0	1		CS	CS	1	05/01/2018	12320		N	X	SEA008J6	Particular PART-Sin especificar	12099	SAN JORGE	55,00	5	118	N								SCCHYB	FM5NFM5CF0087MM66	SEAT,S.A.	1043	1530	M1	AF	0	EURO 6W	0	1000		000000						2469	1465	1457	M		N	0		05/01/2018	matriculas
05/01/2018	Ordinaria		VOLKSWAGEN	POLO	ImportaciónUE	WVWZZZAWZJY067563	40	Gasolina	999	7,82	0	1650	5			0	1		M	M	1	05/01/2018	28100		N	X	VW012U32	Particular PART-Sin especificar	28006	ALCOBENDAS	70,00	5	107	S								ABCHZL	FD7FD7CW001N2VR27MM61	VOLKSWAGEN AG BERLINER RING 2	1180	1650	M1	AB	0	EURO 6W	0	1000		000000						2551	1525	1509	M		N	0		05/01/2018	matriculas
