FecMatricula	CodClaseMat	FecTramitacion	MarcaItv	ModeloItv	CodProcedenciaItv	BastidorItv	CodTipo	CodPropulsionItv	CilindradaItv	PotenciaItv	Tara	PesoMax	NumPlazasItv	IndPrecinto	IndEmbargo	NumTransmisiones	NumTitulares	LocalidadVehiculo	CodProvinciaVeh	CodProvinciaMat	ClaveTramite	FecTramite	CodigoPostal	FecPrimMatriculacion	IndNuevoUsado	PersonaFisicaJuridica	CodigoItv	Servicio	CodMunicipioIneVeh	Municipio	KwItv	NumPlazasMax	Co2Itv	Renting	CodTutela	CodPosesion	IndBajaDef	IndBajaTemp	IndSustraccion	BajaTelematica	TipoItv	VarianteItv	VersionItv	FabricanteItv	MasaOrdenMarchaItv	MasaMáximaTecnicaAdmisibleItv	CategoríaHomologaciónEuropeaItv	Carroceria	PlazasPie	NivelEmisionesEuroItv	ConsumowhKmItv	ClasificaciónReglamentoVehiculosItv	CategoríaVehículoEléctrico	AutonomíaVehículoEléctrico	MarcaVehículoBase	FabricanteVehículoBase	TipoVehículoBase	VarianteVehículoBase	VersiónVehículoBase	DistanciaEjes12Itv	ViaAnteriorItv	ViaPosteriorItv	TipoAlimentacionItv	ContraseñaHomologacionItv	EcoInnovacionItv	ReduccionEcoItv	CodigoEcoItv	FecProceso	TipoProceso
23/01/2018	Ordinaria		FORD	TRANSIT CUSTOM	ImportaciónNoComunitaria	WF0YXXTTGYHC75410	20	Diesel	1995	13,29	0	2540	3			0	1		O	O	1	23/01/2018	33011		N	D		Público PUBL-Sin especificar	33044	OVIEDO	77,00	3	163	N								YLF61ABX	A3WGAZCASASB	FORD-WERKE GMBH	1912	2540	N1	BB	0	EURO 6Y	0	2400		000000						2933	1736	1720	M					23/01/2018	matriculas
23/01/2018	Ordinaria		AUDI	Q2	ImportaciónUE	WAUZZZGA1JA060037	40	Gasolina	999	7,82	0	1765	5			0	1		M	M	1	23/01/2018	28649		N	X	AUD0138V	Público PUBL-Alquiler sin conductor	28128	ROZAS DE PUERTO REAL	85,00	5	122	N								XCHZJF1	FM6FM6AJ018PGA067MMEM1HA1	AUDI AG	1280	1765	M1	AC	0	EURO 6W	0	1000		000000						2587	1557	1577	M		N	0		23/01/2018	matriculas
23/01/2018	Ordinaria		FORD	KUGA	FabricaciónNacional	WF0AXXWPMAJL47563	40	Gasolina	1498	11,19	0	2100	5			0	1		BI	BI	1	23/01/2018	48640		N	D		Particular PART-Sin especificar	48016	BERANGO	88,30	5	143	N								BNMB1AX	5JGBZB00P1C	FORD-WERKE GMBH	1560	2100	M1	AF	0	EURO 6W	0	1000		000000						2690	1569	1570	M					23/01/2018	matriculas
23/01/2018	Remolque		LAG	O 3 CC	ImportaciónUE	YB4903003HL054344	R0		0	0,00	5620	34000	0			0	1	CONSTANTI	T	T	1	23/01/2018	43120		N	X		Público PUBL-Sin especificar	43047	CONSTANTI	0,00	0		N								908CNE	391000BB	LAG TRAILERS NV	5620	39000	O4	DA08	0	ND	0	4312		000000						5620	2140	2140						23/01/2018	matriculas
23/01/2018	Ordinaria		PEUGEOT	N5008  ACTIVE 1.6L BLU	ImportaciónUE	VF3MCBHZWHL072646	40	Diesel	1560	11,47	0	2200	7			0	1		M	M	1	23/01/2018	28491		N	X		Público PUBL-Alquiler sin conductor	28093	NAVACERRADA	88,00	7	112	S								C	BHZW-S2F000	AUTOMOBILES PEUGEOT-TALBOT SA	1455	2200	M1	AF	0	EURO 6	0	1000		000000		AUTOMOBILES PEUGEOT				2840	1601	1610	M		-	-	-	23/01/2018	matriculas
23/01/2018	Ordinaria		VOLKSWAGEN	CC	ImportaciónUE	WVWZZZ3CZDE545864	40	Diesel	1968	13,19	1496	2070	5			0	1		M	M	1	23/01/2018	28022	03/04/2013	U	D		Particular PART-Sin especificar	28079	MADRID	103,00	5	134	N								AACFFBX0	FD6FD62E018ST7MQVR250	VOLKSWAGEN AG	1571	2070	M1	AA	0	EURO5	0	1000		000000						2708	1552	1557	M		N	0		23/01/2018	matriculas
23/01/2018	Ordinaria		TOYOTA	TOYOTA C-HR	ImportaciónNoComunitaria	NMTKZ3BX40R123239	40	Gasolina	1798	12,49	0	1860	5			0	1		M	M	1	23/01/2018	28770		N	D	TOYC0447	Particular PART-Sin especificar	28045	COLMENAR VIEJO	72,00	5	87	N								ZYX10(H)	ZYX10L-AHXGBW(3A)	TOYOTA MOTOR EUROPE NV/SA	1525	1860	M1	AB	0	EURO 6 W	0	1000	HEV	000000						2640	1540	1560	M		N		ND	23/01/2018	matriculas
23/01/2018	Ordinaria		TOYOTA	TOYOTA RAV4	ImportaciónNoComunitaria	JTMRJREV90D189883	40	Gasolina	2494	15,20	0	2270	5			0	1		M	M	1	23/01/2018	28036		N	D	TOYV0694	Particular PART-Sin especificar	28079	MADRID	114,00	5	118	N								AVA44(N)	AVA44L-ANXMBW(5T)	TOYOTA MOTOR EUROPE NV/SA	1810	2270	M1	AF	0	EURO 6 W	0	1000	HEV	000000						2660	1560	1560	M		N		ND	23/01/2018	matriculas
23/01/2018	Ordinaria		MERCEDES-BENZ	CLA 200	ImportaciónUE	WDD1179431N625049	40	Gasolina	1595	11,62	0	1955	5			0	1		M	M	1	23/01/2018	28100		N	D		Particular PART-Sin especificar	28006	ALCOBENDAS	115,00	5	130	N								224HQ2	OZBA1502	DAIMLER AG	1460	1955	M1	AC	0	EURO6-W	0	1000		000000						2699	1551	1545	M					23/01/2018	matriculas
23/01/2018	VehículoEspecial		GOMEZ	GRET4214	FabricaciónNacional	RAGRET0092	RH		0	0,00	0	14000	0			0	1		GR	GR	1	23/01/2018	18300		N	D		Particular PART-Agrícola	18122	LOJA	0,00	0		N								GRET4214.A	ND	IND Y AGR GOMEZ REDONDO HNOS SL	3000	14000	R4		0		0	5417		000000						3670	1800	1800						23/01/2018	matriculas
23/01/2018	Ordinaria		MAN	TGX	ImportaciónUE	WMA06XZZ0JM777199	81	Diesel	12419	46,80	0	18000	2			0	1		M	M	1	23/01/2018	28180		N	X		Público PUBL-Alquiler sin conductor	28151	TORRELAGUNA	338,00	2		N								06X04ZBBAAAG8AA	G0ACB	MAN TRUCK & BUS AG	8248	18000	N3	BC	0	EURO6	0	2300		000000						3600	0	0	M					23/01/2018	matriculas
23/01/2018	Ciclomotor		SCUTUM	S02	ImportaciónUE	UCYS02101HB000147	90	Eléctrico	0	0,65	0	315	1			0	1		M	M	1	23/01/2018	28048		N	X		Particular PART-Sin especificar	28079	MADRID	3,40	1		N								10	1	SCUTUM LOGISTIC, S.L.	127	315	*02		0	EURO 4	58	0300	BEV	008600						1476	0	0	M		N			23/01/2018	matriculas
23/01/2018	Ordinaria		MAN	TGX	ImportaciónUE	WMA06XZZXJM777209	81	Diesel	12419	46,80	0	18000	2			0	1		M	M	1	23/01/2018	28180		N	X		Público PUBL-Alquiler sin conductor	28151	TORRELAGUNA	338,00	2		N								06X04ZBBAAAG8AA	G0ACB	MAN TRUCK & BUS AG	8193	18000	N3	BC	0	EURO6	0	2300		000000						3600	0	0	M					23/01/2018	matriculas
23/01/2018	Ordinaria		TOYOTA	RAV4	ImportaciónUE	JTEHG20V200055731	40	Diesel	1995	13,30	0	1930	5			0	1		ML	ML	B	23/01/2018	52006	23/08/2005	U	D		Particular PART-Sin especificar	52001	MELILLA	85,00	5	190	N								CLA21	CL21L-AWMNYW	TOYOTA MOTOR ENGINEERING AND MANUFACTURING EUROPE	1565	1930	M1	AC	0	EURO 3	0	1000		000000						2490	1525	1520	M		N			23/01/2018	matriculas
23/01/2018	TransporteTemporal	24/03/2018	RENAULT	R 11 TXE	FabricaciónNacional	VS5B37600H0002753	40	Gasolina	1721	12,17	910	0	5			0	1		A	A	5	23/01/2018	3330		U	D		Particular PART-Sin especificar	3059	CREVILLENT	0,00	5		N										RENAULT ESPA?A, S.A.	0	0			0		0	1000		000000						0	0	0	M		N			23/01/2018	matriculas
23/01/2018	Ordinaria		TOYOTA	TOYOTA LAND CRUISER (1	ImportaciónNoComunitaria	JTECR3FJ005005699	25	Diesel	2755	16,14	0	2600	5			0	1		M	M	1	23/01/2018	28108		N	X	TOYL0270	Particular PART-Sin especificar	28006	ALCOBENDAS	130,00	5	190	N								GDJ155(MC)	GDJ155L-GJFEYW(5H)	TOYOTA MOTOR EUROPE NV/SA	2170	2600	M1G	AC	0	EURO 6 W	0	1033		000000						2450	1605	1605	M		N		ND	23/01/2018	matriculas
23/01/2018	Ordinaria		VOLKSWAGEN	CADDY	ImportaciónUE	WV1ZZZ2KZJX069431	20	Diesel	1968	13,19	0	2299	2			0	1		M	M	1	23/01/2018	28100		N	X		Particular PART-Sin especificar	28006	ALCOBENDAS	75,00	2	127	S								BBDFSDX0	L0J2FM5FM5A4057N1SN2VR27MMG2OLL269	VOLKSWAGEN AG BERLINER RING 2	1467	2299	N1	BB	0	EURO 6X	0	2420		000000						3006	1542	1544	M		N	0		23/01/2018	matriculas
23/01/2018	Ordinaria		SEAT	IBIZA	ImportaciónUE	VSSZZZKJZJR102033	40	Gasolina	999	7,82	0	1560	5			0	1		M	B	1	23/01/2018	28213		N	X	SEA00AFY	Particular PART-Sin especificar	28042	COLMENAR DEL ARROYO	70,00	5	106	S								BCHZL	FM5FM5DF0027MM261	SEAT,S.A.	1122	1560	M1	AB	0	EURO 6W	0	1000		000000						2548	1525	1505	M		N	0		23/01/2018	matriculas
23/01/2018	Remolque		BOECKMANN	C22-326165/240	ImportaciónUE	WB0C22AAA00208108	R6		0	0,00	960	2400	0			0	1	PORTOCOLOM	IB	GI	1	23/01/2018	7670		N	X		Particular PART-Sin especificar	7022	FELANITX	0,00	0		N								A	XAABA	ND	960	2400	O2	DA13	0		0	4113		000000						840	2000	2000			N			23/01/2018	matriculas
23/01/2018	Ordinaria		TOYOTA	TOYOTA LAND CRUISER (1	ImportaciónNoComunitaria	JTECR3FJ305005681	25	Diesel	2755	16,14	0	2600	5			0	1		M	M	1	23/01/2018	28108		N	X	TOYL0270	Particular PART-Sin especificar	28006	ALCOBENDAS	130,00	5	190	N								GDJ155(MC)	GDJ155L-GJFEYW(5H)	TOYOTA MOTOR EUROPE NV/SA	2170	2600	M1G	AC	0	EURO 6 W	0	1033		000000						2450	1605	1605	M		N		ND	23/01/2018	matriculas
23/01/2018	Ordinaria		MERCEDES-BENZ	SPRINTER	ImportaciónUE	WDB9066331P532264	20	Diesel	2143	13,88	0	3500	3			0	1		M	M	1	23/01/2018	28700		N	X		Particular PART-Sin especificar	28134	SAN SEBASTIAN REYES	105,00	3	226	N								LMM21350N	MEC28UA3	DAIMLER AG	2227	3500	N1	BB	0	EURO6Y	0	2420		000000						3665	1710	1716	M					23/01/2018	matriculas
23/01/2018	Ordinaria		RENAULT	MEGANE SPORT TOURER	FabricaciónNacional	VF1RFB00X59599105	40	Gasolina	1197	9,78	1293	1869	5			0	1		SE	SE	1	23/01/2018	41015		N	D	RENABAS0	Particular PART-Sin especificar	41091	SEVILLA	97,00	5	119	N								KF2	MR662A010000	RENAULT, S.A.S.	1368	1869	M1	AC	0	EURO 6W	0	1000		000000						2712	1580	1583	M		N			23/01/2018	matriculas
23/01/2018	Ordinaria		NISSAN	NISSAN MICRA	ImportaciónUE	VNVK1400858125313	40	Gasolina	999	7,82	1030	1490	5			0	1	MORON DE LA FRONTERA	SE	SE	1	23/01/2018	41530		N	D	NISB1543	Particular PART-Sin especificar	41065	MORON DE LA FRONTERA	52,00	5	103	N								C	C01	NISSAN INTERNATIONAL, S.A.	1045	1490	M1	AF	0	EURO 6W	0	1000		000000						2525	1510	1520	M					23/01/2018	matriculas
23/01/2018	Ordinaria		HONDA	ACCORD SEDAN	ImportaciónUE	JHMCL76906C203527	40	Gasolina	1998	13,30	0	1920	5			0	1		A	A	1	23/01/2018	3750	28/09/2006	U	D		Particular PART-Sin especificar	3101	PEDREGUER	114,00	5	200	N								2	11	HONDA MOTOR CO., LTD.	1433	1920	M1	AA	0	EURO IV	0	1000		000000						2680	1515	1525	M		N			23/01/2018	matriculas
